ContractTitle,ContractDate,ContractAmount,Location,LEEDCertificationLevel,Architect/Contractor,SustainabilityRatings,ProjectTimeline,RenewableEnergyUse,WasteManagementPractices,WaterEfficiency,MaterialsSourcing,SustainabilityGoals,Eco-Friendly
Dr,6/4/2017,Krona,City Centre,3,Skimia,1,91,true,3,3,reclaimed,30% reduction in energy use,1
Mr,6/7/2007,Yen,City Centre,2,Tekfly,5,13,true,2,2,reclaimed,40% reduction in energy use,0
Ms,1/7/2019,Dollar,City Centre,2,Flashset,1,44,true,1,1,reclaimed,40% reduction in energy use,0
Mrs,11/11/2005,Yuan Renminbi,Central District,5,Jabberstorm,1,13,true,2,1,certified,30% reduction in energy use,1
Rev,7/25/2005,Peso,City Centre,1,Quaxo,4,20,true,2,4,reclaimed,30% reduction in energy use,0
Mrs,9/2/2000,Dinar,Town Square,3,Trudeo,3,62,true,2,3,certified,40% reduction in energy use,0
Mr,8/25/2017,Yuan Renminbi,Town Square,5,Jaloo,4,48,false,1,3,certified,40% reduction in energy use,0
Dr,6/3/2023,Cordoba,City Centre,4,Quimba,1,56,true,2,4,reclaimed,30% reduction in energy use,1
Ms,8/20/2017,Euro,City Centre,5,Latz,3,1,true,2,4,reclaimed,30% reduction in energy use,1
Ms,9/13/2013,Yuan Renminbi,City Centre,3,Kwimbee,4,1,false,2,4,sustainable,30% reduction in energy use,1
Ms,8/14/2010,Yuan Renminbi,Central District,1,Quinu,3,33,true,2,1,reclaimed,40% reduction in energy use,0
Dr,11/14/2012,Euro,Town Square,2,Dablist,2,0,false,1,1,certified,40% reduction in energy use,1
Mrs,4/24/2021,Dollar,Central District,2,Wikizz,5,0,false,1,1,sustainable,40% reduction in energy use,1
Honorable,2/25/2006,Euro,City Centre,3,Jazzy,4,15,false,3,2,reclaimed,40% reduction in energy use,1
Honorable,7/29/2014,Ruble,City Centre,5,Skynoodle,4,65,false,1,2,reclaimed,40% reduction in energy use,1
Rev,1/22/2009,Yuan Renminbi,City Centre,3,Jabberbean,2,100,true,3,1,sustainable,30% reduction in energy use,0
Honorable,11/23/2007,Naira,City Centre,1,Trilia,1,84,false,1,1,sustainable,30% reduction in energy use,1
Dr,12/3/2011,Yuan Renminbi,Town Square,1,Plajo,1,67,false,3,1,sustainable,30% reduction in energy use,0
Mrs,2/20/2014,Zloty,City Centre,4,Vimbo,5,37,false,3,2,reclaimed,30% reduction in energy use,0
Ms,5/5/2000,Zloty,Central District,5,Katz,5,18,false,1,4,reclaimed,30% reduction in energy use,1
Rev,7/3/2003,Rand,Town Square,3,Wordware,5,73,false,2,3,sustainable,40% reduction in energy use,0
Ms,7/25/2015,Lek,Central District,1,Flashpoint,4,43,true,3,4,certified,40% reduction in energy use,1
Mr,7/3/2015,Ruble,City Centre,2,Linklinks,2,38,true,2,2,sustainable,40% reduction in energy use,0
Mrs,6/23/2003,Rupiah,Town Square,1,Ailane,3,31,true,3,4,reclaimed,30% reduction in energy use,1
Mrs,7/26/2022,Bolivar,Central District,4,Rhyloo,3,46,true,3,3,certified,40% reduction in energy use,0
Honorable,1/22/2019,Zloty,City Centre,3,Flipopia,1,20,true,1,4,reclaimed,40% reduction in energy use,0
Dr,2/29/2000,Ruble,Town Square,2,Eare,2,15,false,3,4,certified,40% reduction in energy use,0
Ms,10/25/2022,Yuan Renminbi,Central District,3,Snaptags,1,67,true,3,4,sustainable,40% reduction in energy use,0
Honorable,8/5/2012,Peso,Town Square,5,Zoomlounge,1,53,false,2,1,reclaimed,30% reduction in energy use,0
Rev,6/10/2017,Bolivar,City Centre,3,Devbug,1,33,false,1,3,sustainable,40% reduction in energy use,1
Dr,3/12/2017,Rupiah,Central District,1,Tekfly,2,88,true,2,3,reclaimed,30% reduction in energy use,1
Dr,11/5/2004,Rupiah,Town Square,5,Leexo,4,24,true,3,1,sustainable,40% reduction in energy use,0
Honorable,2/22/2008,Krona,Town Square,5,Kwilith,3,17,true,1,4,sustainable,40% reduction in energy use,1
Ms,4/6/2006,Dong,City Centre,2,Lajo,2,23,true,3,3,sustainable,30% reduction in energy use,0
Mrs,10/31/2014,Dollar,Central District,3,Quaxo,5,3,false,1,3,reclaimed,30% reduction in energy use,1
Mrs,8/26/2022,Real,City Centre,2,Jetpulse,1,14,true,2,1,reclaimed,40% reduction in energy use,1
Mrs,8/28/2002,Yuan Renminbi,Town Square,1,Photojam,2,77,true,2,3,sustainable,30% reduction in energy use,0
Dr,2/21/2001,Rupiah,Town Square,3,Voomm,3,90,true,2,3,certified,30% reduction in energy use,1
Ms,4/28/2010,Rupiah,Central District,2,Wikivu,3,26,false,1,1,certified,30% reduction in energy use,1
Mrs,10/16/2018,Yuan Renminbi,City Centre,3,Npath,2,81,true,2,4,reclaimed,40% reduction in energy use,1
Honorable,11/16/2000,Ruble,Town Square,1,Pixope,4,96,false,2,2,reclaimed,40% reduction in energy use,1
Rev,4/3/2008,Pound,Town Square,3,Meetz,4,18,false,3,2,reclaimed,30% reduction in energy use,1
Mrs,7/23/2018,Yuan Renminbi,Town Square,4,Pixoboo,1,79,true,3,3,sustainable,40% reduction in energy use,1
Rev,9/27/2010,Euro,Central District,5,Jaxspan,3,59,true,1,3,certified,40% reduction in energy use,0
Mr,1/24/2011,Afghani,Town Square,5,Trudoo,2,14,false,3,1,certified,30% reduction in energy use,1
Mr,6/20/2022,Koruna,Town Square,3,Tagpad,2,68,false,3,1,sustainable,40% reduction in energy use,1
Ms,2/23/2008,Peso,City Centre,1,Talane,2,93,true,2,2,sustainable,40% reduction in energy use,1
Honorable,5/25/2023,Peso,Town Square,5,Reallinks,1,28,true,3,3,certified,40% reduction in energy use,0
Ms,12/5/2013,Sol,City Centre,5,Viva,1,86,false,1,4,certified,40% reduction in energy use,0
Ms,10/17/2016,Euro,Town Square,1,Dynabox,1,8,false,2,3,reclaimed,30% reduction in energy use,1
Honorable,12/14/2012,Sol,Town Square,1,Linktype,2,31,true,2,4,certified,40% reduction in energy use,0
Rev,5/4/2017,Rupiah,Central District,4,Dabvine,1,65,false,1,4,certified,30% reduction in energy use,0
Ms,5/6/2001,Ruble,City Centre,1,Shufflester,1,16,false,2,4,certified,30% reduction in energy use,1
Rev,1/5/2010,Rupiah,Town Square,4,Camido,2,8,true,3,2,certified,30% reduction in energy use,0
Dr,8/27/2013,Tugrik,City Centre,2,Eazzy,2,89,false,2,4,certified,30% reduction in energy use,1
Mrs,9/23/2015,Yuan Renminbi,Town Square,5,Fiveclub,3,89,true,2,1,certified,30% reduction in energy use,1
Rev,7/3/2004,Yuan Renminbi,City Centre,5,Flashset,1,33,false,1,2,certified,40% reduction in energy use,0
Ms,10/30/2004,Yuan Renminbi,Town Square,2,Cogilith,4,33,true,2,4,certified,40% reduction in energy use,1
Mr,6/27/2007,Rand,Central District,5,Tagpad,2,76,true,2,3,reclaimed,30% reduction in energy use,1
Mr,4/27/2001,Yuan Renminbi,City Centre,1,Realpoint,3,57,false,2,1,sustainable,30% reduction in energy use,1
Rev,4/17/2021,Krona,City Centre,1,Topdrive,3,59,true,2,1,certified,40% reduction in energy use,0
Rev,7/27/2010,Ruble,Town Square,2,Quimba,3,17,false,3,2,reclaimed,30% reduction in energy use,1
Rev,7/17/2010,Euro,Central District,2,Topiczoom,1,78,true,3,3,sustainable,30% reduction in energy use,1
Mrs,5/21/2002,Yuan Renminbi,City Centre,2,Leexo,4,31,true,1,4,certified,40% reduction in energy use,0
Ms,11/7/2014,Ariary,Town Square,2,Buzzdog,4,97,true,3,1,certified,40% reduction in energy use,0
Mr,10/28/2006,Dollar,Town Square,5,Shufflester,3,13,true,1,3,sustainable,30% reduction in energy use,0
Mrs,5/25/2015,Euro,Town Square,1,Meemm,2,30,false,3,2,certified,30% reduction in energy use,0
Ms,3/15/2006,Rupiah,Central District,4,Ailane,2,84,false,3,3,sustainable,40% reduction in energy use,0
Mr,12/27/2009,Yuan Renminbi,City Centre,2,Zoomzone,5,81,false,1,1,sustainable,30% reduction in energy use,0
Mrs,2/28/2000,Rupiah,Central District,2,Skiba,2,80,false,1,4,certified,30% reduction in energy use,1
Dr,3/1/2017,Euro,Town Square,3,Topiczoom,4,82,false,1,1,reclaimed,30% reduction in energy use,1
Dr,9/26/2008,Ruble,Town Square,2,Fatz,5,47,true,3,2,sustainable,40% reduction in energy use,0
Rev,7/15/2008,Franc,City Centre,5,Yacero,5,41,true,1,2,sustainable,40% reduction in energy use,1
Mr,8/25/2016,Yuan Renminbi,Central District,1,Tambee,2,35,false,1,3,certified,30% reduction in energy use,0
Mr,5/10/2021,Denar,City Centre,5,Twinte,5,42,false,3,2,reclaimed,40% reduction in energy use,0
Ms,8/11/2020,Cordoba,Central District,2,Vidoo,3,4,true,1,1,sustainable,40% reduction in energy use,0
Mrs,1/22/2001,Bolivar,City Centre,3,Gevee,5,96,false,1,2,certified,30% reduction in energy use,1
Ms,9/24/2023,Marka,Central District,2,Thoughtworks,4,9,true,2,4,certified,30% reduction in energy use,1
Ms,7/16/2023,Euro,Central District,5,Kwilith,3,73,true,2,3,certified,30% reduction in energy use,1
Dr,11/10/2005,Baht,City Centre,2,Teklist,5,6,false,1,2,sustainable,30% reduction in energy use,0
Rev,2/7/2020,Krona,Town Square,1,Oodoo,4,70,false,2,1,certified,30% reduction in energy use,1
Mr,4/20/2005,Rupiah,Central District,5,Katz,2,12,true,1,3,sustainable,30% reduction in energy use,1
Honorable,11/28/2010,Zloty,City Centre,5,Eadel,4,5,false,1,3,reclaimed,40% reduction in energy use,0
Mrs,3/9/2023,Euro,Central District,3,Buzzster,4,26,true,3,4,certified,30% reduction in energy use,0
Dr,4/23/2006,Sol,City Centre,4,Midel,5,61,false,1,2,certified,40% reduction in energy use,0
Mr,2/27/2005,Ruble,City Centre,3,Vinder,5,47,false,1,4,sustainable,30% reduction in energy use,0
Ms,6/8/2019,Ruble,Town Square,3,Oodoo,2,89,true,2,3,certified,40% reduction in energy use,0
Mr,9/24/2003,Yuan Renminbi,Central District,2,Muxo,4,92,false,2,3,reclaimed,40% reduction in energy use,0
Mr,8/14/2014,Rupiah,City Centre,3,Agimba,3,93,true,1,2,reclaimed,40% reduction in energy use,0
Mr,5/24/2009,Rupiah,Central District,3,Blogspan,3,62,true,3,3,certified,30% reduction in energy use,1
Honorable,10/5/2000,Euro,Central District,5,Thoughtbridge,5,70,false,3,2,certified,30% reduction in energy use,1
Honorable,11/20/2003,Forint,Town Square,5,Eare,1,79,true,3,1,certified,40% reduction in energy use,0
Dr,2/11/2003,Real,Town Square,2,Tagopia,2,35,true,2,1,sustainable,40% reduction in energy use,1
Mrs,3/8/2020,Hryvnia,Town Square,3,Riffpath,2,17,true,3,3,reclaimed,40% reduction in energy use,1
Dr,4/30/2003,Yuan Renminbi,Central District,4,Browsedrive,4,80,true,3,2,certified,40% reduction in energy use,1
Mrs,8/17/2023,Pound,Central District,3,Linktype,1,34,true,2,1,certified,30% reduction in energy use,1
Honorable,12/16/2009,Rupiah,Town Square,1,Jabberstorm,4,96,true,2,1,reclaimed,40% reduction in energy use,1
Mr,11/3/2021,Yuan Renminbi,Central District,4,Voolith,2,44,false,2,1,reclaimed,30% reduction in energy use,1
Mr,4/19/2012,Baht,City Centre,3,Quamba,5,32,false,1,3,sustainable,30% reduction in energy use,1
Ms,3/22/2003,Hryvnia,Central District,2,Oba,1,11,false,1,4,sustainable,30% reduction in energy use,1
Honorable,12/25/2019,Dinar,Central District,5,Realmix,3,90,true,1,4,sustainable,30% reduction in energy use,0
Rev,4/22/2002,Ruble,Town Square,3,Jazzy,1,66,false,1,1,certified,40% reduction in energy use,1
Dr,11/5/2014,Ruble,Central District,1,Realpoint,3,59,true,1,3,reclaimed,40% reduction in energy use,0
Dr,10/14/2013,Koruna,Town Square,1,Dabvine,5,23,false,1,2,certified,40% reduction in energy use,0
Honorable,4/7/2022,Peso,Central District,3,Eare,3,96,false,2,1,sustainable,40% reduction in energy use,0
Ms,10/30/2005,Ouguiya,Central District,3,Zoovu,5,90,false,1,4,sustainable,40% reduction in energy use,0
Ms,3/22/2016,Rupiah,Central District,3,Photobug,1,63,false,2,4,sustainable,30% reduction in energy use,1
Mr,11/11/2000,Peso,City Centre,2,Thoughtbridge,3,17,true,1,4,sustainable,30% reduction in energy use,1
Dr,10/14/2007,Ruble,Town Square,2,Skipfire,1,83,false,2,2,certified,40% reduction in energy use,0
Honorable,12/27/2019,Franc,Central District,5,Kwideo,1,88,false,3,3,reclaimed,40% reduction in energy use,1
Rev,12/3/2013,Yuan Renminbi,Town Square,2,Meevee,1,99,false,3,3,certified,40% reduction in energy use,1
Honorable,2/10/2002,Tugrik,City Centre,3,Zoomzone,4,86,true,3,1,certified,40% reduction in energy use,0
Honorable,11/16/2012,Rial,City Centre,4,Voonder,1,64,false,2,3,sustainable,30% reduction in energy use,0
Rev,9/17/2008,Peso,Central District,1,Devpoint,4,2,false,1,1,reclaimed,30% reduction in energy use,0
Rev,10/1/2001,Rupiah,Central District,1,Browsetype,5,94,false,3,4,sustainable,40% reduction in energy use,1
Mrs,9/5/2020,Birr,Town Square,2,Wikido,5,3,false,2,4,sustainable,40% reduction in energy use,0
Mr,3/31/2023,Euro,City Centre,1,Latz,1,42,true,3,3,sustainable,30% reduction in energy use,0
Mr,12/23/2023,Yuan Renminbi,Central District,1,Voonyx,5,34,false,3,1,sustainable,40% reduction in energy use,0
Rev,10/22/2004,Ruble,City Centre,5,Omba,5,99,true,2,4,sustainable,40% reduction in energy use,0
Ms,4/29/2019,Real,Town Square,1,Yacero,2,16,false,1,4,sustainable,30% reduction in energy use,1
Honorable,2/21/2004,Euro,City Centre,3,Blogspan,3,0,true,3,4,reclaimed,30% reduction in energy use,0
Mr,4/3/2011,Pound,Central District,2,Yakijo,4,35,true,2,2,sustainable,30% reduction in energy use,1
Dr,7/31/2004,Rupiah,Central District,1,Yakitri,1,26,false,1,1,sustainable,40% reduction in energy use,1
Dr,5/27/2013,Real,Town Square,3,Kaymbo,2,3,true,3,1,certified,40% reduction in energy use,0
Dr,8/19/2010,Rial,Town Square,3,BlogXS,1,68,true,1,3,sustainable,40% reduction in energy use,1
Ms,11/22/2012,Zloty,City Centre,5,Kimia,2,74,false,1,2,sustainable,30% reduction in energy use,0
Dr,9/8/2016,Zloty,City Centre,4,Linklinks,3,58,true,2,2,sustainable,40% reduction in energy use,1
Mrs,2/22/2017,Rupiah,Central District,3,Yozio,4,55,false,3,4,reclaimed,40% reduction in energy use,0
Honorable,11/28/2019,Rupiah,Town Square,2,Oyoba,2,35,false,1,4,certified,40% reduction in energy use,1
Ms,9/7/2021,Rupiah,Town Square,5,Bubbletube,5,35,false,3,1,reclaimed,30% reduction in energy use,1
Mrs,2/27/2003,Euro,Central District,3,Ntags,2,31,false,1,3,reclaimed,40% reduction in energy use,0
Rev,6/25/2013,Shilling,Town Square,3,Livefish,2,6,false,2,3,certified,40% reduction in energy use,0
Mr,9/10/2003,Lev,City Centre,3,Yadel,4,26,false,3,4,reclaimed,30% reduction in energy use,1
Honorable,10/8/2002,Sol,Town Square,3,Eidel,1,7,true,3,2,reclaimed,40% reduction in energy use,0
Ms,4/25/2008,Pound,Town Square,1,Flashspan,3,86,false,2,2,sustainable,40% reduction in energy use,0
Mr,10/17/2014,Bolivar,Central District,3,Pixoboo,1,38,false,2,2,sustainable,30% reduction in energy use,0
Mr,10/26/2002,Baht,Central District,5,Tagpad,4,8,false,3,4,sustainable,30% reduction in energy use,0
Ms,8/25/2017,Rupiah,Town Square,3,Skaboo,5,76,false,3,1,certified,40% reduction in energy use,1
Mr,6/24/2003,Yen,Central District,2,Ntag,1,13,true,1,3,reclaimed,40% reduction in energy use,0
Honorable,8/22/2019,Rupiah,Town Square,4,Teklist,5,70,true,1,2,reclaimed,40% reduction in energy use,0
Rev,8/23/2008,Lev,Town Square,5,Quatz,5,15,true,3,1,sustainable,40% reduction in energy use,0
Dr,7/15/2001,Dollar,Central District,5,Yombu,3,59,false,3,4,sustainable,30% reduction in energy use,1
Mrs,5/4/2020,Rupiah,City Centre,5,Oyondu,1,16,false,1,2,reclaimed,40% reduction in energy use,0
Mrs,3/25/2016,Real,Central District,4,Brainbox,5,41,true,2,4,certified,40% reduction in energy use,1
Rev,9/10/2015,Krona,City Centre,3,Cogilith,3,44,true,1,4,reclaimed,40% reduction in energy use,1
Mr,5/27/2008,Ruble,Central District,1,Centimia,1,62,true,1,3,sustainable,40% reduction in energy use,0
Honorable,4/18/2016,Rupiah,City Centre,1,Centimia,4,100,false,1,4,certified,30% reduction in energy use,0
Dr,8/3/2009,Euro,City Centre,5,Photobean,5,0,false,1,2,reclaimed,30% reduction in energy use,1
Ms,11/12/2021,Euro,City Centre,5,Quaxo,5,27,true,3,2,reclaimed,40% reduction in energy use,1
Honorable,5/5/2013,Dram,Central District,3,Gigashots,3,93,false,1,2,sustainable,30% reduction in energy use,0
Honorable,11/2/2008,Hryvnia,Town Square,2,Wordpedia,3,54,true,3,4,reclaimed,30% reduction in energy use,0
Mr,6/25/2013,Dalasi,Central District,1,Digitube,2,47,false,2,4,reclaimed,40% reduction in energy use,0
Dr,7/17/2004,Hryvnia,Town Square,2,Dabshots,2,78,false,3,2,reclaimed,30% reduction in energy use,0
Mr,10/5/2009,Baht,Town Square,2,Flashdog,4,93,true,1,3,reclaimed,30% reduction in energy use,0
Honorable,9/1/2015,Birr,Central District,4,Digitube,2,60,false,1,1,sustainable,30% reduction in energy use,1
Rev,4/3/2013,Rupiah,Central District,4,Viva,4,78,true,2,2,reclaimed,30% reduction in energy use,1
Ms,8/18/2006,Peso,Central District,5,Jabberbean,5,64,true,3,3,reclaimed,40% reduction in energy use,0
Mrs,3/6/2008,Naira,City Centre,2,Jetpulse,5,70,false,3,4,certified,30% reduction in energy use,0
Rev,5/17/2005,Franc,Central District,4,Gevee,1,40,true,2,3,certified,30% reduction in energy use,0
Dr,3/8/2006,Rial,City Centre,1,Wikivu,3,14,false,3,1,certified,30% reduction in energy use,0
Rev,6/10/2013,Yuan Renminbi,Central District,4,Roomm,5,45,true,2,1,reclaimed,30% reduction in energy use,0
Rev,9/11/2022,Rupiah,Central District,2,Browsecat,1,51,false,3,4,reclaimed,40% reduction in energy use,1
Mrs,11/2/2011,Sol,City Centre,2,Topicware,3,78,false,2,2,sustainable,30% reduction in energy use,1
Ms,3/23/2010,Peso,City Centre,2,Camido,2,53,false,3,4,reclaimed,40% reduction in energy use,0
Dr,2/25/2007,Euro,Town Square,5,Gabtune,5,57,false,2,3,certified,30% reduction in energy use,0
Mr,1/2/2007,Yuan Renminbi,Town Square,4,Edgewire,2,78,true,2,1,certified,30% reduction in energy use,0
Rev,3/12/2009,Yuan Renminbi,Town Square,1,Eimbee,1,34,false,1,2,sustainable,30% reduction in energy use,0
Rev,12/13/2021,Rupiah,Central District,5,Dabjam,2,31,false,1,4,reclaimed,30% reduction in energy use,1
Rev,8/7/2001,Yuan Renminbi,City Centre,5,Tagcat,2,45,false,1,1,certified,40% reduction in energy use,0
Ms,7/16/2004,Yen,Central District,2,Npath,2,90,false,2,4,sustainable,30% reduction in energy use,1
Mrs,5/14/2002,Peso,City Centre,4,Mynte,2,71,false,2,1,sustainable,30% reduction in energy use,0
Dr,1/18/2015,Zloty,Town Square,3,Meemm,5,93,true,1,4,reclaimed,40% reduction in energy use,0
Dr,10/6/2023,Afghani,City Centre,1,Pixoboo,5,17,false,1,4,reclaimed,30% reduction in energy use,1
Ms,10/12/2002,Dinar,Town Square,2,Voolia,1,30,true,2,4,reclaimed,40% reduction in energy use,0
Rev,12/30/2017,Peso,Central District,1,Skivee,1,8,false,2,3,sustainable,40% reduction in energy use,1
Honorable,9/27/2015,Peso,City Centre,3,Edgetag,5,85,true,2,2,sustainable,40% reduction in energy use,0
Honorable,2/19/2001,Peso,City Centre,2,Gabcube,1,82,false,2,3,certified,40% reduction in energy use,1
Honorable,7/31/2004,Sol,Town Square,5,Latz,5,31,false,2,3,sustainable,40% reduction in energy use,1
Honorable,1/5/2009,Peso,Central District,5,Zoovu,2,47,true,2,1,reclaimed,30% reduction in energy use,0
Rev,4/24/2010,Yuan Renminbi,City Centre,4,Zooxo,3,91,true,1,1,reclaimed,30% reduction in energy use,1
Honorable,10/28/2011,Rupiah,Central District,5,Flashspan,1,98,true,2,2,reclaimed,30% reduction in energy use,1
Rev,10/8/2020,Rupiah,Central District,1,Vinte,1,4,true,2,1,certified,30% reduction in energy use,1
Rev,5/24/2000,Shekel,City Centre,3,Trudeo,5,13,false,3,1,sustainable,40% reduction in energy use,1
Rev,10/24/2022,Ruble,City Centre,3,Gigabox,3,43,true,2,2,sustainable,40% reduction in energy use,1
Dr,4/10/2012,Koruna,Central District,5,Brightdog,1,11,false,3,4,reclaimed,40% reduction in energy use,0
Honorable,2/17/2020,Euro,City Centre,1,Yadel,4,53,true,3,4,sustainable,40% reduction in energy use,0
Rev,11/27/2023,Euro,Central District,3,Photobug,3,20,true,2,3,certified,30% reduction in energy use,0
Ms,2/25/2010,Yuan Renminbi,City Centre,1,Twitterbridge,3,34,false,2,1,reclaimed,30% reduction in energy use,0
Ms,12/26/2022,Franc,Central District,2,Meedoo,3,93,true,2,3,sustainable,40% reduction in energy use,1
Mr,2/10/2002,Tugrik,Central District,2,Innotype,1,56,true,2,1,sustainable,30% reduction in energy use,1
Mrs,7/1/2013,Boliviano,Town Square,5,Rhyzio,2,11,true,1,4,sustainable,40% reduction in energy use,1
Mrs,9/9/2011,Ruble,City Centre,1,Wikizz,3,31,true,2,4,certified,40% reduction in energy use,0
Dr,8/1/2000,Shilling,City Centre,2,Jabbersphere,5,53,false,3,2,sustainable,30% reduction in energy use,1
Dr,8/13/2015,Yuan Renminbi,City Centre,1,Tazz,1,78,false,2,4,reclaimed,30% reduction in energy use,0
Mr,10/14/2023,Rupiah,City Centre,3,Oloo,4,42,true,3,3,certified,30% reduction in energy use,0
Ms,10/29/2012,Koruna,Central District,1,Yamia,2,52,true,2,4,certified,40% reduction in energy use,0
Mrs,3/19/2003,Yuan Renminbi,Central District,1,Meedoo,3,15,true,2,2,certified,30% reduction in energy use,0
Honorable,4/17/2004,Guarani,Town Square,1,Gabcube,3,90,false,3,2,certified,40% reduction in energy use,0
Mrs,4/22/2019,Yuan Renminbi,Central District,5,Meevee,4,18,true,3,3,certified,40% reduction in energy use,0
Mrs,8/29/2018,Yuan Renminbi,Central District,3,Thoughtblab,5,5,false,2,2,reclaimed,30% reduction in energy use,1
Mrs,6/25/2022,Dollar,City Centre,2,Ailane,2,30,false,3,4,sustainable,30% reduction in energy use,1
Dr,6/30/2015,Euro,Town Square,1,Browsecat,5,68,true,3,4,certified,30% reduction in energy use,0
Ms,4/10/2017,Yuan Renminbi,City Centre,5,Leenti,5,24,true,1,2,sustainable,40% reduction in energy use,0
Ms,7/5/2005,Dollar,Central District,5,Flashset,3,44,true,3,2,reclaimed,30% reduction in energy use,1
Ms,10/8/2016,Peso,Central District,4,Edgepulse,2,26,false,1,3,certified,30% reduction in energy use,1
Dr,1/31/2009,Ruble,Central District,4,Muxo,5,46,true,1,2,certified,40% reduction in energy use,1
Dr,2/13/2015,Dollar,Town Square,4,Innojam,3,26,false,1,4,reclaimed,30% reduction in energy use,0
Dr,1/28/2021,Ruble,City Centre,3,Eazzy,5,82,false,3,4,sustainable,40% reduction in energy use,1
Mr,4/3/2021,Rupiah,Central District,1,Eare,1,22,false,3,4,certified,30% reduction in energy use,0
Mr,1/28/2022,Hryvnia,Town Square,4,Midel,4,35,false,2,3,reclaimed,40% reduction in energy use,1
Ms,1/11/2004,Dong,Central District,5,Tagtune,5,32,true,1,2,sustainable,30% reduction in energy use,1
Mrs,7/26/2018,Hryvnia,City Centre,1,Gabvine,2,67,false,1,2,sustainable,30% reduction in energy use,0
Mrs,3/1/2003,Won,Central District,2,Brainsphere,3,59,false,2,3,reclaimed,30% reduction in energy use,1
Honorable,5/1/2018,Yuan Renminbi,Town Square,4,Feedfire,3,62,true,3,1,reclaimed,30% reduction in energy use,1
Mr,10/21/2022,Peso,Central District,4,Nlounge,4,63,false,2,4,certified,30% reduction in energy use,1
Mr,8/15/2019,Rupiah,Town Square,5,Fivechat,1,95,false,1,1,reclaimed,30% reduction in energy use,1
Mr,3/3/2016,Dinar,Central District,1,Skyvu,5,61,true,2,2,sustainable,40% reduction in energy use,0
Honorable,4/1/2001,Yen,Central District,2,Voomm,2,66,false,1,1,sustainable,40% reduction in energy use,1
Mrs,1/29/2004,Rupiah,City Centre,4,Quinu,2,46,true,2,3,certified,30% reduction in energy use,1
Ms,8/1/2010,Ruble,City Centre,4,Aimbo,2,6,true,1,3,sustainable,40% reduction in energy use,1
Ms,5/16/2017,Dollar,Town Square,3,Flipstorm,4,27,true,2,4,reclaimed,40% reduction in energy use,1
Ms,9/16/2005,Euro,Central District,2,Blognation,2,7,false,2,2,certified,30% reduction in energy use,0
Mrs,12/22/2009,Rupiah,City Centre,4,Yambee,1,89,true,2,2,sustainable,30% reduction in energy use,1
Rev,5/9/2016,Euro,City Centre,3,Voolia,3,85,true,2,2,sustainable,30% reduction in energy use,1
Mrs,3/31/2008,Peso,City Centre,3,Topicstorm,1,18,true,1,1,certified,40% reduction in energy use,1
Ms,12/17/2004,Dollar,Central District,4,Tagchat,5,81,false,2,2,reclaimed,30% reduction in energy use,0
Mrs,6/16/2017,Euro,Central District,4,Einti,1,38,true,1,4,certified,30% reduction in energy use,0
Dr,6/22/2010,Baht,City Centre,4,Rhynoodle,4,55,true,2,3,sustainable,30% reduction in energy use,0
Mr,1/19/2009,Krone,Town Square,3,Ooba,5,3,false,3,3,certified,30% reduction in energy use,1
Mrs,5/1/2022,Peso,Town Square,2,Linkbuzz,2,18,true,3,2,reclaimed,30% reduction in energy use,1
Mrs,4/19/2010,Ruble,City Centre,5,Skiba,2,3,true,1,1,sustainable,30% reduction in energy use,1
Mrs,7/31/2004,Peso,City Centre,5,Myworks,3,64,true,1,4,certified,40% reduction in energy use,1
Dr,11/6/2014,Krona,Town Square,4,Linkbridge,2,71,true,2,3,reclaimed,30% reduction in energy use,1
Rev,5/9/2004,Peso,Town Square,4,Photobug,3,14,false,3,1,sustainable,30% reduction in energy use,0
Honorable,11/18/2001,Dollar,Central District,3,Gigazoom,1,12,false,1,1,certified,30% reduction in energy use,0
Mrs,10/9/2016,Peso,Town Square,2,Brightbean,2,7,true,1,3,certified,40% reduction in energy use,0
Mr,12/22/2019,Yuan Renminbi,City Centre,4,Devpoint,4,49,true,1,1,certified,40% reduction in energy use,0
Rev,2/14/2015,Koruna,Central District,1,Edgepulse,4,93,false,2,4,sustainable,40% reduction in energy use,1
Mr,9/1/2008,Euro,City Centre,2,Jaloo,5,22,true,2,1,certified,30% reduction in energy use,0
Mrs,10/1/2014,Rupee,City Centre,4,Skajo,5,26,false,1,3,sustainable,30% reduction in energy use,0
Mrs,7/28/2010,Ruble,City Centre,4,Tagpad,1,52,false,2,1,sustainable,40% reduction in energy use,1
Mr,10/10/2006,Rupiah,City Centre,2,Skipfire,4,79,true,1,1,certified,30% reduction in energy use,0
Ms,7/2/2008,Yuan Renminbi,City Centre,3,Wordtune,1,16,true,2,4,sustainable,30% reduction in energy use,1
Ms,8/3/2008,Ruble,Central District,2,Oyope,2,71,true,1,4,reclaimed,40% reduction in energy use,0
Rev,10/30/2021,Yuan Renminbi,City Centre,5,Bubbletube,5,26,true,1,3,certified,40% reduction in energy use,1
Mr,5/21/2000,Euro,Central District,3,Youfeed,4,24,true,2,4,reclaimed,30% reduction in energy use,1
Dr,7/24/2005,Euro,Central District,4,Meevee,2,66,true,3,1,reclaimed,30% reduction in energy use,1
Ms,9/4/2019,Euro,Town Square,1,Skyvu,1,63,true,3,1,sustainable,40% reduction in energy use,1
