# CSV-File created with merge-csv.com
# -----------------------------------------------------------

ContractTitle,ContractDate,ContractAmount,ContractDescription,Location           ,LEEDCertificationLevel,Architect/Contractor,SustainabilityRatings,ProjectTimeline,RenewableEnergyUse,WasteManagementPractices,WaterEfficiency,MaterialsSourcing,SustainabilityGoals,Eco-Friendly
Green Office Building,9/30/2007,58269188,Rainwater harvesting,Metropolitan Area,LEED Certified,Green Architects Inc.,ENERGY STAR Certified,11/15/2023,91,Limited,high-efficiency,local,30% reduction in energy use,true
Eco Elementary School,10/16/2012,54194865,Rainwater harvesting,Central District,LEED Certified,Eco-Friendly Designs,LEED,8/28/2023,47,Limited,low-flow,certified,40% reduction in energy use,true
Eco Elementary School,12/31/2006,87405227,Green roof,Downtown,LEED Silver,EcoBuild Constructions,LEED,1/9/2024,22,Limited,low-flow,local,40% reduction in energy use,false
Eco Elementary School,11/17/2022,96379850,Rainwater harvesting,Central District,LEED Silver,Green Architects Inc.,LEED,8/5/2023,99,Yes,low-flow,certified,40% reduction in energy use,true
Sustainable Library,12/11/2019,40987341,Energy-efficient design,Downtown,LEED Silver,Green Architects Inc.,LEED,11/16/2023,84,Yes,high-efficiency,sustainable,30% reduction in energy use,true
Sustainable Library,5/20/2014,36394348,LEED Platinum certified,Downtown,LEED Silver,Green Building Solutions,ENERGY STAR Certified,6/26/2023,74,Yes,high-efficiency,reclaimed,30% reduction in energy use,true
Sustainable Library,1/16/2022,33418210,Green roof,City Centre,LEED Gold,Green Architects Inc.,ENERGY STAR Certified,12/14/2023,97,Yes,low-flow,sustainable,40% reduction in energy use,false
Sustainable Library,6/20/2023,68069618,LEED Platinum certified,Central District,LEED Certified,Eco-Friendly Designs,LEED,7/24/2023,56,Limited,low-flow,sustainable,30% reduction in energy use,false
Sustainable Library,12/21/2012,19171812,Rainwater harvesting,Downtown,LEED Gold,Eco-Friendly Designs,LEED,2/22/2024,33,Limited,high-efficiency,sustainable,40% reduction in energy use,false
Green Office Building,7/30/2013,68024962,Renewable energy sources,Downtown,LEED Silver,Green Building Solutions,LEED,2/9/2024,35,Limited,high-efficiency,certified,40% reduction in energy use,true
Sustainable Library,6/30/2013,80080297,Energy-efficient design,Town Square,LEED Gold,Green Building Solutions,LEED,5/31/2023,4,Yes,high-efficiency,certified,25% reduction in energy use,false
Green Office Building,7/17/2012,27713490,Energy-efficient design,City Centre,LEED Platinum,Green Building Solutions,LEED,10/15/2023,94,Yes,high-efficiency,local,40% reduction in energy use,true
Eco Elementary School,10/24/2009,81654207,LEED Platinum certified,Central District,LEED Silver,EcoBuild Constructions,LEED,11/7/2023,13,Yes,high-efficiency,certified,40% reduction in energy use,true
Sustainable Library,6/25/2022,91554186,Green roof,Downtown,LEED Certified,Green Architects Inc.,ENERGY STAR Certified,12/19/2023,61,No,low-flow,sustainable,40% reduction in energy use,false
Sustainable Library,10/19/2022,77584712,Rainwater harvesting,Metropolitan Area,LEED Silver,Eco-Friendly Designs,ENERGY STAR Certified,6/17/2023,98,Limited,high-efficiency,certified,40% reduction in energy use,false
Sustainable Library,11/12/2005,52746055,Rainwater harvesting,Metropolitan Area,LEED Certified,Green Architects Inc.,LEED,6/27/2023,0,Limited,low-flow,certified,40% reduction in energy use,false
Eco Elementary School,8/4/2008,56399270,LEED Platinum certified,Central District,LEED Silver,Sustainable Builders,LEED,11/1/2023,35,Yes,low-flow,certified,40% reduction in energy use,false
Eco Elementary School,1/20/2014,44828554,Renewable energy sources,Downtown,LEED Certified,Green Architects Inc.,LEED,6/9/2023,83,No,high-efficiency,sustainable,40% reduction in energy use,false
Green Office Building,7/11/2022,81790412,LEED Platinum certified,Downtown,LEED Silver,EcoBuild Constructions,LEED,5/16/2023,83,Limited,low-flow,certified,30% reduction in energy use,true
Sustainable Library,7/16/2019,46254068,Renewable energy sources,Town Square,LEED Gold,Green Architects Inc.,Green Globes,7/5/2023,66,No,low-flow,sustainable,30% reduction in energy use,false
Green Office Building,3/30/2023,26051861,Green roof,Downtown,LEED Silver,EcoBuild Constructions,LEED,10/28/2023,58,Yes,high-efficiency,reclaimed,30% reduction in energy use,false
Eco Elementary School,10/20/2010,46913154,Rainwater harvesting,Metropolitan Area,LEED Platinum,Green Architects Inc.,LEED,2/1/2024,71,No,high-efficiency,reclaimed,30% reduction in energy use,false
Green Office Building,10/23/2012,84195870,LEED Platinum certified,Downtown,LEED Certified,Green Building Solutions,ENERGY STAR Certified,2/5/2024,64,Yes,high-efficiency,certified,40% reduction in energy use,false
Green Office Building,10/3/2011,54570265,Renewable energy sources,Central District,LEED Certified,Green Architects Inc.,ISO 14001,12/14/2023,21,Yes,low-flow,reclaimed,25% reduction in energy use,false
Sustainable Library,3/1/2015,37246502,Green roof,Town Square,LEED Certified,Eco-Friendly Designs,LEED,12/29/2023,8,No,low-flow,local,25% reduction in energy use,true
Eco Elementary School,2/4/2023,61529142,LEED Platinum certified,Town Square,LEED Silver,Eco-Friendly Designs,ISO 14001,5/20/2023,32,No,low-flow,certified,30% reduction in energy use,true
Eco Elementary School,7/12/2011,43434139,Renewable energy sources,Metropolitan Area,LEED Certified,Eco-Friendly Designs,LEED,10/25/2023,3,Limited,low-flow,certified,25% reduction in energy use,true
Sustainable Library,10/17/2016,86302785,Green roof,Town Square,LEED Silver,Eco-Friendly Designs,LEED,8/24/2023,70,Yes,low-flow,local,40% reduction in energy use,true
Sustainable Library,5/19/2007,93447055,Green roof,Downtown,LEED Gold,Sustainable Builders,ISO 14001,9/17/2023,57,No,low-flow,reclaimed,25% reduction in energy use,true
Sustainable Library,6/29/2008,29803218,Rainwater harvesting,Town Square,LEED Silver,Green Architects Inc.,LEED,10/30/2023,92,Yes,high-efficiency,reclaimed,40% reduction in energy use,true
Sustainable Library,3/16/2016,37996914,Green roof,Downtown,LEED Certified,EcoBuild Constructions,ENERGY STAR Certified,8/27/2023,5,Yes,low-flow,certified,40% reduction in energy use,false
Sustainable Library,1/22/2021,38709818,Rainwater harvesting,Central District,LEED Silver,Green Building Solutions,LEED,9/30/2023,10,Yes,low-flow,certified,40% reduction in energy use,true
Sustainable Library,3/18/2013,75350848,Rainwater harvesting,Downtown,LEED Silver,Sustainable Builders,ISO 14001,6/12/2023,87,Limited,high-efficiency,reclaimed,30% reduction in energy use,false
Green Office Building,12/3/2019,75768711,LEED Platinum certified,Central District,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,2/10/2024,21,Yes,high-efficiency,certified,40% reduction in energy use,true
Sustainable Library,9/5/2016,57627158,LEED Platinum certified,City Centre,LEED Certified,EcoBuild Constructions,LEED,7/18/2023,45,Limited,high-efficiency,sustainable,30% reduction in energy use,false
Eco Elementary School,3/30/2021,65721899,Rainwater harvesting,Downtown,LEED Silver,Green Architects Inc.,ENERGY STAR Certified,6/24/2023,55,Yes,low-flow,certified,40% reduction in energy use,false
Sustainable Library,4/1/2018,47406326,Rainwater harvesting,Town Square,LEED Silver,Sustainable Builders,Green Globes,8/5/2023,99,Limited,low-flow,sustainable,40% reduction in energy use,true
Sustainable Library,5/9/2009,95285735,Renewable energy sources,City Centre,LEED Silver,Green Architects Inc.,LEED,10/22/2023,38,Yes,low-flow,reclaimed,40% reduction in energy use,false
Green Office Building,7/9/2008,34706025,Green roof,Downtown,LEED Silver,Green Building Solutions,LEED,6/16/2023,81,Yes,low-flow,certified,30% reduction in energy use,true
Eco Elementary School,3/27/2023,16502251,LEED Platinum certified,Downtown,Not Applicable,EcoBuild Constructions,Green Globes,6/12/2023,52,No,high-efficiency,certified,40% reduction in energy use,true
Eco Elementary School,7/29/2012,45371813,Energy-efficient design,City Centre,LEED Certified,Green Building Solutions,ISO 14001,1/27/2024,84,Yes,low-flow,certified,40% reduction in energy use,false
Sustainable Library,1/5/2020,60786509,Renewable energy sources,Downtown,LEED Gold,Green Architects Inc.,LEED,12/14/2023,0,Yes,high-efficiency,sustainable,40% reduction in energy use,false
Sustainable Library,2/26/2018,53640970,LEED Platinum certified,Downtown,LEED Certified,EcoBuild Constructions,ISO 14001,1/11/2024,91,Limited,high-efficiency,sustainable,30% reduction in energy use,true
Green Office Building,4/27/2006,69818108,Green roof,Central District,LEED Silver,EcoBuild Constructions,ENERGY STAR Certified,8/30/2023,60,Limited,high-efficiency,certified,40% reduction in energy use,false
Sustainable Library,4/22/2008,7219021,Energy-efficient design,City Centre,Not Applicable,Sustainable Builders,LEED,12/21/2023,22,Limited,low-flow,certified,40% reduction in energy use,false
Sustainable Library,5/4/2009,69761419,Energy-efficient design,Central District,LEED Silver,Eco-Friendly Designs,Green Globes,9/19/2023,1,Yes,low-flow,certified,30% reduction in energy use,true
Sustainable Library,12/14/2013,3577948,Rainwater harvesting,Central District,LEED Gold,EcoBuild Constructions,LEED,5/15/2023,82,Yes,low-flow,certified,40% reduction in energy use,true
Green Office Building,3/7/2009,8330592,Renewable energy sources,Town Square,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,8/24/2023,86,Limited,high-efficiency,reclaimed,30% reduction in energy use,true
Green Office Building,7/2/2006,22814582,Rainwater harvesting,City Centre,LEED Certified,Eco-Friendly Designs,LEED,10/18/2023,62,Yes,high-efficiency,certified,40% reduction in energy use,false
Sustainable Library,3/8/2011,61512131,Renewable energy sources,Central District,LEED Certified,Sustainable Builders,LEED,8/21/2023,99,No,high-efficiency,sustainable,40% reduction in energy use,true
Eco Elementary School,9/13/2013,65680198,LEED Platinum certified,Town Square,Not Applicable,Eco-Friendly Designs,LEED,10/31/2023,23,Yes,high-efficiency,reclaimed,30% reduction in energy use,false
Sustainable Library,6/10/2006,57604223,Green roof,City Centre,LEED Certified,Eco-Friendly Designs,LEED,5/26/2023,66,No,low-flow,sustainable,40% reduction in energy use,true
Eco Elementary School,12/5/2018,14834109,LEED Platinum certified,Metropolitan Area,LEED Gold,Eco-Friendly Designs,LEED,3/3/2024,58,Limited,low-flow,local,30% reduction in energy use,false
Sustainable Library,9/27/2010,52043883,Renewable energy sources,City Centre,LEED Silver,Sustainable Builders,Green Globes,12/2/2023,59,Limited,high-efficiency,certified,30% reduction in energy use,true
Eco Elementary School,1/17/2010,40445982,Energy-efficient design,Central District,LEED Certified,Sustainable Builders,LEED,8/17/2023,83,Yes,low-flow,sustainable,25% reduction in energy use,false
Eco Elementary School,9/27/2017,63908331,Renewable energy sources,City Centre,LEED Certified,Green Architects Inc.,LEED,2/9/2024,91,Yes,low-flow,certified,30% reduction in energy use,true
Eco Elementary School,2/22/2020,80530326,Green roof,City Centre,LEED Silver,EcoBuild Constructions,LEED,6/21/2023,47,Yes,low-flow,certified,40% reduction in energy use,false
Sustainable Library,1/27/2016,76959693,Green roof,Town Square,Not Applicable,Sustainable Builders,LEED,1/17/2024,78,Yes,low-flow,certified,40% reduction in energy use,false
Eco Elementary School,1/30/2023,57399513,Energy-efficient design,Metropolitan Area,LEED Gold,Sustainable Builders,LEED,10/7/2023,61,Limited,high-efficiency,reclaimed,40% reduction in energy use,true
Eco Elementary School,6/4/2017,32400252,Green roof,Metropolitan Area,LEED Certified,Eco-Friendly Designs,LEED,8/30/2023,81,No,high-efficiency,sustainable,25% reduction in energy use,false
Green Office Building,3/16/2023,18115465,Energy-efficient design,Central District,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,11/4/2023,37,Yes,high-efficiency,certified,25% reduction in energy use,true
Sustainable Library,1/3/2013,60569971,LEED Platinum certified,Town Square,LEED Platinum,Sustainable Builders,LEED,9/12/2023,11,Yes,high-efficiency,local,30% reduction in energy use,true
Sustainable Library,3/27/2017,46715595,Rainwater harvesting,Downtown,LEED Platinum,Green Building Solutions,LEED,2/10/2024,14,Limited,low-flow,recycled,25% reduction in energy use,false
Eco Elementary School,12/26/2012,5612879,Green roof,Downtown,LEED Certified,Sustainable Builders,ISO 14001,7/19/2023,22,Yes,low-flow,certified,30% reduction in energy use,true
Sustainable Library,9/15/2016,50691508,Rainwater harvesting,Downtown,LEED Silver,Green Architects Inc.,LEED,5/27/2023,32,Limited,high-efficiency,certified,30% reduction in energy use,true
Eco Elementary School,2/16/2023,95201936,Energy-efficient design,Metropolitan Area,LEED Silver,Eco-Friendly Designs,ENERGY STAR Certified,9/8/2023,53,Yes,low-flow,certified,40% reduction in energy use,false
Eco Elementary School,1/6/2012,11137158,Rainwater harvesting,Downtown,LEED Certified,EcoBuild Constructions,ENERGY STAR Certified,6/11/2023,67,Yes,high-efficiency,local,25% reduction in energy use,false
Sustainable Library,8/10/2015,79125828,Green roof,Downtown,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,6/22/2023,20,Limited,high-efficiency,local,30% reduction in energy use,true
Green Office Building,3/28/2022,59471107,Energy-efficient design,Metropolitan Area,LEED Silver,EcoBuild Constructions,LEED,9/3/2023,65,Limited,high-efficiency,reclaimed,40% reduction in energy use,false
Green Office Building,7/21/2006,90464574,Green roof,City Centre,LEED Silver,Green Architects Inc.,LEED,1/23/2024,20,Limited,low-flow,recycled,40% reduction in energy use,true
Sustainable Library,10/2/2011,23378916,Renewable energy sources,Central District,LEED Silver,EcoBuild Constructions,ENERGY STAR Certified,2/11/2024,7,Yes,low-flow,certified,30% reduction in energy use,true
Green Office Building,7/17/2022,92856396,Rainwater harvesting,City Centre,LEED Certified,Green Building Solutions,LEED,12/7/2023,57,No,high-efficiency,certified,40% reduction in energy use,false
Green Office Building,2/14/2016,41812400,Green roof,City Centre,LEED Certified,Sustainable Builders,ENERGY STAR Certified,3/7/2024,96,No,low-flow,local,30% reduction in energy use,false
Sustainable Library,9/21/2018,2234069,LEED Platinum certified,Central District,LEED Certified,Green Building Solutions,ENERGY STAR Certified,9/23/2023,62,Yes,high-efficiency,certified,40% reduction in energy use,true
Eco Elementary School,3/4/2023,70339765,Rainwater harvesting,Downtown,LEED Platinum,EcoBuild Constructions,LEED,11/22/2023,24,Limited,high-efficiency,certified,25% reduction in energy use,false
Eco Elementary School,6/12/2007,64985387,Green roof,Town Square,LEED Silver,Green Building Solutions,LEED,5/27/2023,41,Yes,high-efficiency,reclaimed,30% reduction in energy use,true
Sustainable Library,2/22/2016,52666050,Energy-efficient design,Town Square,LEED Certified,Sustainable Builders,LEED,10/17/2023,82,No,low-flow,local,30% reduction in energy use,false
Green Office Building,1/3/2013,6511375,Rainwater harvesting,Metropolitan Area,LEED Certified,Sustainable Builders,LEED,9/3/2023,97,Limited,high-efficiency,sustainable,40% reduction in energy use,false
Sustainable Library,5/27/2009,95365746,Renewable energy sources,City Centre,LEED Platinum,Green Building Solutions,ENERGY STAR Certified,12/7/2023,36,Limited,high-efficiency,certified,40% reduction in energy use,true
Eco Elementary School,11/6/2007,42848965,Green roof,Metropolitan Area,LEED Silver,Green Architects Inc.,LEED,7/26/2023,13,Limited,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,1/18/2016,68536721,Energy-efficient design,Downtown,LEED Platinum,EcoBuild Constructions,LEED,9/24/2023,64,Limited,high-efficiency,certified,40% reduction in energy use,true
Eco Elementary School,6/26/2012,56545876,Renewable energy sources,Town Square,LEED Gold,Green Architects Inc.,LEED,12/15/2023,89,Limited,high-efficiency,certified,40% reduction in energy use,false
Eco Elementary School,4/13/2020,51195624,Renewable energy sources,Metropolitan Area,LEED Silver,Sustainable Builders,LEED,11/27/2023,85,No,low-flow,recycled,25% reduction in energy use,false
Sustainable Library,3/24/2007,34495774,LEED Platinum certified,Central District,Not Applicable,Eco-Friendly Designs,ENERGY STAR Certified,2/14/2024,89,No,low-flow,reclaimed,30% reduction in energy use,true
Eco Elementary School,1/31/2016,94755753,LEED Platinum certified,Town Square,LEED Gold,Eco-Friendly Designs,ISO 14001,11/22/2023,15,Limited,high-efficiency,reclaimed,40% reduction in energy use,false
Green Office Building,9/22/2016,15493518,LEED Platinum certified,City Centre,LEED Silver,Green Building Solutions,Green Globes,12/6/2023,99,Limited,low-flow,certified,40% reduction in energy use,true
Eco Elementary School,7/1/2011,64356371,Rainwater harvesting,City Centre,LEED Gold,Green Architects Inc.,ENERGY STAR Certified,8/22/2023,65,Limited,low-flow,recycled,40% reduction in energy use,false
Sustainable Library,4/16/2010,11905193,Renewable energy sources,City Centre,LEED Certified,Eco-Friendly Designs,LEED,5/30/2023,70,Limited,low-flow,reclaimed,30% reduction in energy use,false
Eco Elementary School,12/6/2010,72512492,Energy-efficient design,Metropolitan Area,LEED Silver,Green Building Solutions,LEED,5/18/2023,94,Limited,low-flow,certified,40% reduction in energy use,false
Eco Elementary School,8/1/2013,540848,LEED Platinum certified,Downtown,LEED Gold,Green Architects Inc.,LEED,1/19/2024,89,No,high-efficiency,certified,40% reduction in energy use,false
Eco Elementary School,6/23/2022,46871756,Renewable energy sources,City Centre,LEED Gold,Green Architects Inc.,LEED,12/18/2023,59,No,high-efficiency,certified,30% reduction in energy use,false
Eco Elementary School,5/29/2011,66958193,Green roof,City Centre,LEED Certified,Sustainable Builders,Green Globes,1/12/2024,88,Yes,high-efficiency,certified,30% reduction in energy use,false
Sustainable Library,1/23/2018,74983910,Green roof,Central District,LEED Silver,Sustainable Builders,ENERGY STAR Certified,8/3/2023,45,Limited,high-efficiency,certified,40% reduction in energy use,false
Eco Elementary School,10/9/2007,65359757,Rainwater harvesting,Metropolitan Area,LEED Certified,EcoBuild Constructions,LEED,5/31/2023,88,Yes,high-efficiency,reclaimed,25% reduction in energy use,true
Sustainable Library,10/6/2020,901348,Energy-efficient design,Downtown,LEED Certified,Sustainable Builders,ENERGY STAR Certified,7/20/2023,68,Yes,high-efficiency,certified,25% reduction in energy use,false
Eco Elementary School,12/10/2013,10284938,Green roof,City Centre,LEED Gold,EcoBuild Constructions,LEED,2/27/2024,74,No,high-efficiency,certified,30% reduction in energy use,false
Green Office Building,1/12/2022,30612277,Green roof,Metropolitan Area,Not Applicable,Sustainable Builders,LEED,7/24/2023,31,Limited,high-efficiency,local,30% reduction in energy use,false
Eco Elementary School,7/19/2021,51378518,LEED Platinum certified,Downtown,LEED Silver,Green Architects Inc.,LEED,2/18/2024,46,Yes,high-efficiency,reclaimed,40% reduction in energy use,true
Green Office Building,3/14/2007,654660,LEED Platinum certified,Central District,LEED Silver,Sustainable Builders,LEED,7/4/2023,25,Limited,high-efficiency,recycled,30% reduction in energy use,false
Eco Elementary School,3/8/2017,32883131,Green roof,Town Square,Not Applicable,Eco-Friendly Designs,ISO 14001,7/15/2023,80,Yes,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,10/10/2014,97490985,Rainwater harvesting,Central District,LEED Silver,Eco-Friendly Designs,LEED,2/24/2024,26,Yes,low-flow,certified,30% reduction in energy use,false
Sustainable Library,1/14/2018,81500629,Energy-efficient design,City Centre,LEED Silver,Sustainable Builders,ISO 14001,12/10/2023,10,Limited,low-flow,sustainable,25% reduction in energy use,true
Eco Elementary School,7/16/2009,42228285,LEED Platinum certified,Town Square,LEED Silver,Green Architects Inc.,ENERGY STAR Certified,11/28/2023,18,Limited,high-efficiency,reclaimed,40% reduction in energy use,true
Eco Elementary School,3/2/2022,18494386,Energy-efficient design,Central District,LEED Certified,Eco-Friendly Designs,LEED,2/18/2024,54,No,high-efficiency,sustainable,40% reduction in energy use,true
Eco Elementary School,5/10/2009,85272980,Renewable energy sources,Central District,LEED Certified,EcoBuild Constructions,ENERGY STAR Certified,12/13/2023,58,Yes,low-flow,local,40% reduction in energy use,true
Sustainable Library,5/27/2020,35618335,Renewable energy sources,Downtown,LEED Certified,Green Building Solutions,LEED,1/7/2024,56,No,low-flow,certified,25% reduction in energy use,true
Eco Elementary School,1/2/2018,38544203,LEED Platinum certified,City Centre,LEED Certified,Green Building Solutions,LEED,12/14/2023,38,Limited,high-efficiency,sustainable,25% reduction in energy use,true
Eco Elementary School,8/30/2015,53895684,Green roof,Town Square,LEED Certified,Green Building Solutions,ENERGY STAR Certified,12/14/2023,2,Yes,low-flow,certified,40% reduction in energy use,false
Eco Elementary School,11/11/2010,90332903,Green roof,Metropolitan Area,LEED Silver,Green Building Solutions,Green Globes,6/17/2023,96,Limited,high-efficiency,reclaimed,40% reduction in energy use,true
Sustainable Library,7/15/2006,81407678,Energy-efficient design,Town Square,Not Applicable,Green Architects Inc.,Green Globes,12/8/2023,60,Yes,low-flow,certified,25% reduction in energy use,true
Green Office Building,4/11/2014,19140627,Rainwater harvesting,Downtown,Not Applicable,EcoBuild Constructions,Green Globes,11/3/2023,34,Limited,high-efficiency,local,30% reduction in energy use,true
Green Office Building,9/4/2008,2994813,Rainwater harvesting,Central District,LEED Silver,Green Architects Inc.,Green Globes,10/26/2023,5,Limited,high-efficiency,sustainable,40% reduction in energy use,false
Eco Elementary School,11/9/2015,68208169,Rainwater harvesting,Downtown,LEED Silver,Green Building Solutions,LEED,2/6/2024,29,Limited,low-flow,reclaimed,40% reduction in energy use,false
Green Office Building,5/17/2014,2349149,Renewable energy sources,Central District,LEED Silver,Eco-Friendly Designs,LEED,2/8/2024,61,No,high-efficiency,certified,40% reduction in energy use,true
Eco Elementary School,10/18/2014,62644041,Renewable energy sources,Town Square,LEED Silver,Eco-Friendly Designs,ISO 14001,5/22/2023,27,Limited,high-efficiency,certified,30% reduction in energy use,true
Eco Elementary School,8/29/2022,10597030,Green roof,City Centre,LEED Silver,Green Architects Inc.,LEED,6/27/2023,56,Limited,high-efficiency,certified,30% reduction in energy use,true
Green Office Building,7/26/2011,64130500,LEED Platinum certified,City Centre,LEED Certified,Eco-Friendly Designs,LEED,6/3/2023,2,Limited,high-efficiency,certified,40% reduction in energy use,false
Sustainable Library,11/10/2012,32436065,Rainwater harvesting,Metropolitan Area,LEED Silver,EcoBuild Constructions,ISO 14001,3/3/2024,87,No,low-flow,sustainable,30% reduction in energy use,false
Eco Elementary School,10/10/2009,42935360,Green roof,Central District,LEED Silver,Sustainable Builders,LEED,8/23/2023,2,Yes,high-efficiency,sustainable,40% reduction in energy use,false
Eco Elementary School,1/9/2012,33742208,LEED Platinum certified,Metropolitan Area,LEED Gold,Eco-Friendly Designs,LEED,12/30/2023,19,Limited,high-efficiency,certified,40% reduction in energy use,true
Eco Elementary School,11/12/2014,85946751,Renewable energy sources,City Centre,LEED Gold,Eco-Friendly Designs,Green Globes,8/29/2023,85,No,low-flow,sustainable,40% reduction in energy use,true
Eco Elementary School,12/30/2005,25141084,Green roof,Downtown,LEED Silver,Green Building Solutions,LEED,9/29/2023,65,No,high-efficiency,reclaimed,40% reduction in energy use,true
Green Office Building,4/17/2021,48042600,LEED Platinum certified,Town Square,LEED Certified,Green Architects Inc.,LEED,10/18/2023,24,Limited,high-efficiency,reclaimed,40% reduction in energy use,false
Eco Elementary School,7/8/2012,49318416,Green roof,Town Square,LEED Certified,Eco-Friendly Designs,LEED,11/7/2023,33,Yes,high-efficiency,reclaimed,30% reduction in energy use,false
Sustainable Library,5/23/2014,6712626,Green roof,City Centre,LEED Gold,Green Architects Inc.,ENERGY STAR Certified,6/8/2023,34,Yes,low-flow,sustainable,40% reduction in energy use,true
Sustainable Library,7/18/2015,57543319,Rainwater harvesting,Central District,LEED Certified,Green Architects Inc.,LEED,2/14/2024,81,Yes,low-flow,certified,40% reduction in energy use,true
Eco Elementary School,10/8/2008,44303348,Rainwater harvesting,Metropolitan Area,LEED Certified,Green Architects Inc.,ENERGY STAR Certified,9/18/2023,96,Yes,low-flow,reclaimed,25% reduction in energy use,true
Sustainable Library,7/19/2013,71767334,Green roof,City Centre,LEED Certified,Eco-Friendly Designs,LEED,10/8/2023,17,Limited,high-efficiency,reclaimed,40% reduction in energy use,true
Eco Elementary School,12/26/2020,78379717,Rainwater harvesting,Downtown,LEED Certified,Green Architects Inc.,Green Globes,10/24/2023,86,No,high-efficiency,local,40% reduction in energy use,true
Green Office Building,5/19/2023,52616304,LEED Platinum certified,Central District,LEED Certified,EcoBuild Constructions,Green Globes,7/6/2023,98,Yes,high-efficiency,reclaimed,40% reduction in energy use,true
Eco Elementary School,7/8/2008,99253114,LEED Platinum certified,Central District,Not Applicable,EcoBuild Constructions,ENERGY STAR Certified,7/9/2023,98,Yes,high-efficiency,recycled,30% reduction in energy use,false
Eco Elementary School,10/26/2021,85497348,Renewable energy sources,Central District,LEED Gold,EcoBuild Constructions,LEED,11/1/2023,33,Limited,high-efficiency,sustainable,40% reduction in energy use,false
Eco Elementary School,3/23/2017,98033482,Renewable energy sources,Metropolitan Area,LEED Silver,Green Architects Inc.,LEED,9/9/2023,49,Limited,low-flow,sustainable,40% reduction in energy use,true
Green Office Building,2/1/2019,92863437,Renewable energy sources,City Centre,LEED Gold,Sustainable Builders,LEED,12/31/2023,44,Yes,low-flow,certified,30% reduction in energy use,true
Eco Elementary School,2/14/2020,94000173,Energy-efficient design,Metropolitan Area,LEED Gold,Sustainable Builders,LEED,7/8/2023,13,Limited,high-efficiency,recycled,30% reduction in energy use,false
Eco Elementary School,1/14/2016,79606115,Rainwater harvesting,Central District,LEED Silver,Green Building Solutions,LEED,1/12/2024,67,Limited,high-efficiency,local,40% reduction in energy use,false
Green Office Building,11/12/2017,76816301,Rainwater harvesting,Central District,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,8/6/2023,25,Limited,low-flow,sustainable,40% reduction in energy use,true
Eco Elementary School,4/15/2008,29285441,LEED Platinum certified,Downtown,LEED Certified,Sustainable Builders,LEED,1/30/2024,80,Limited,high-efficiency,certified,40% reduction in energy use,false
Green Office Building,2/29/2020,9977940,Renewable energy sources,Town Square,Not Applicable,Green Building Solutions,ISO 14001,7/13/2023,10,Yes,high-efficiency,reclaimed,30% reduction in energy use,true
Sustainable Library,5/31/2007,80146101,Renewable energy sources,Downtown,LEED Silver,Eco-Friendly Designs,LEED,6/19/2023,1,Yes,high-efficiency,certified,25% reduction in energy use,false
Green Office Building,7/24/2017,15537601,Rainwater harvesting,Town Square,LEED Certified,Green Building Solutions,ENERGY STAR Certified,5/31/2023,46,No,high-efficiency,reclaimed,30% reduction in energy use,false
Sustainable Library,2/28/2018,84420221,LEED Platinum certified,Downtown,LEED Certified,Green Building Solutions,LEED,1/12/2024,19,No,high-efficiency,sustainable,30% reduction in energy use,false
Eco Elementary School,9/30/2009,43229558,Green roof,Metropolitan Area,Not Applicable,EcoBuild Constructions,ENERGY STAR Certified,11/19/2023,82,Yes,high-efficiency,reclaimed,40% reduction in energy use,true
Eco Elementary School,7/10/2011,74083323,LEED Platinum certified,Town Square,LEED Silver,Eco-Friendly Designs,LEED,2/4/2024,0,Yes,high-efficiency,sustainable,40% reduction in energy use,true
Sustainable Library,8/15/2016,66293620,LEED Platinum certified,City Centre,LEED Certified,Green Architects Inc.,LEED,5/18/2023,82,Limited,low-flow,sustainable,40% reduction in energy use,false
Sustainable Library,11/11/2010,41790338,Green roof,Town Square,LEED Silver,Green Building Solutions,ENERGY STAR Certified,2/19/2024,9,Yes,high-efficiency,certified,40% reduction in energy use,true
Sustainable Library,7/20/2012,82807369,Energy-efficient design,City Centre,LEED Silver,Eco-Friendly Designs,LEED,9/7/2023,67,Yes,low-flow,reclaimed,40% reduction in energy use,true
Eco Elementary School,12/8/2021,22629104,Energy-efficient design,Downtown,LEED Silver,Sustainable Builders,ENERGY STAR Certified,10/5/2023,46,Yes,high-efficiency,sustainable,40% reduction in energy use,true
Sustainable Library,5/12/2014,16524639,LEED Platinum certified,Downtown,LEED Silver,Eco-Friendly Designs,LEED,10/11/2023,1,Limited,high-efficiency,sustainable,40% reduction in energy use,true
Eco Elementary School,6/17/2020,9108205,Energy-efficient design,Town Square,LEED Silver,Green Building Solutions,LEED,6/10/2023,31,Limited,high-efficiency,certified,40% reduction in energy use,false
Eco Elementary School,5/15/2006,28155527,LEED Platinum certified,Central District,LEED Platinum,Green Architects Inc.,LEED,12/8/2023,74,Limited,low-flow,certified,40% reduction in energy use,false
