ContractTitle,ContractDate,ContractAmount,ContractDescription,Location           ,LEEDCertificationLevel,Architect/Contractor,SustainabilityRatings,ProjectTimeline,RenewableEnergyUse,WasteManagementPractices,WaterEfficiency,MaterialsSourcing,SustainabilityGoals,Eco-Friendly
Sustainable Library,5/8/2007,73771362,Energy-efficient design,Metropolitan Area,LEED Silver,Green Architects Inc.,LEED,2/6/2024,41,Limited,high-efficiency,reclaimed,40% reduction in energy use,true
Sustainable Library,12/24/2022,9876846,Green roof,Metropolitan Area,LEED Certified,EcoBuild Constructions,LEED,12/15/2023,3,No,high-efficiency,certified,40% reduction in energy use,false
Green Office Building,7/29/2017,23317277,Rainwater harvesting,Central District,LEED Silver,EcoBuild Constructions,LEED,2/26/2024,68,Limited,low-flow,sustainable,30% reduction in energy use,true
Green Office Building,6/17/2020,69772928,LEED Platinum certified,Town Square,LEED Gold,EcoBuild Constructions,ENERGY STAR Certified,6/14/2023,22,Limited,low-flow,certified,40% reduction in energy use,true
Green Office Building,6/10/2015,1671804,Green roof,Metropolitan Area,LEED Certified,Green Architects Inc.,LEED,1/14/2024,50,Limited,low-flow,recycled,30% reduction in energy use,false
Green Office Building,9/25/2017,4279201,Renewable energy sources,City Centre,Not Applicable,EcoBuild Constructions,ENERGY STAR Certified,11/25/2023,20,Limited,low-flow,certified,30% reduction in energy use,true
Eco Elementary School,10/24/2022,10238467,LEED Platinum certified,Town Square,LEED Platinum,Sustainable Builders,LEED,2/29/2024,5,Yes,low-flow,sustainable,40% reduction in energy use,false
Sustainable Library,11/14/2016,81003362,Renewable energy sources,Central District,Not Applicable,Eco-Friendly Designs,ENERGY STAR Certified,10/2/2023,65,Limited,low-flow,local,30% reduction in energy use,false
Sustainable Library,12/18/2016,23980911,Green roof,Town Square,LEED Certified,Eco-Friendly Designs,LEED,6/29/2023,76,Limited,high-efficiency,sustainable,30% reduction in energy use,true
Green Office Building,9/6/2011,7802960,Rainwater harvesting,Town Square,Not Applicable,Eco-Friendly Designs,LEED,8/15/2023,19,Limited,high-efficiency,sustainable,40% reduction in energy use,true
Eco Elementary School,6/5/2022,20856327,LEED Platinum certified,Central District,LEED Gold,Sustainable Builders,ISO 14001,2/17/2024,86,Limited,high-efficiency,reclaimed,40% reduction in energy use,false
Eco Elementary School,1/4/2016,34584868,Renewable energy sources,Metropolitan Area,LEED Gold,Sustainable Builders,LEED,2/9/2024,43,Yes,high-efficiency,recycled,40% reduction in energy use,false
Green Office Building,6/1/2009,29130750,Rainwater harvesting,Central District,LEED Silver,Green Architects Inc.,LEED,11/7/2023,72,Limited,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,1/17/2017,96405556,Green roof,Central District,Not Applicable,Green Architects Inc.,ISO 14001,7/27/2023,56,No,high-efficiency,sustainable,40% reduction in energy use,false
Sustainable Library,8/21/2020,95401986,Energy-efficient design,Downtown,LEED Gold,EcoBuild Constructions,LEED,11/2/2023,36,No,high-efficiency,sustainable,40% reduction in energy use,true
Sustainable Library,10/18/2010,12428937,Rainwater harvesting,Central District,LEED Certified,Green Architects Inc.,LEED,7/20/2023,80,No,high-efficiency,reclaimed,40% reduction in energy use,false
Green Office Building,12/15/2013,45651327,Rainwater harvesting,Central District,LEED Certified,EcoBuild Constructions,LEED,11/6/2023,53,Limited,high-efficiency,sustainable,40% reduction in energy use,true
Eco Elementary School,3/31/2006,5670167,LEED Platinum certified,Central District,LEED Gold,EcoBuild Constructions,ENERGY STAR Certified,11/5/2023,47,Limited,high-efficiency,local,40% reduction in energy use,false
Sustainable Library,4/6/2014,51232820,Rainwater harvesting,Metropolitan Area,LEED Certified,Sustainable Builders,LEED,2/11/2024,5,Yes,low-flow,sustainable,40% reduction in energy use,true
Green Office Building,11/29/2007,3124503,Rainwater harvesting,Central District,LEED Certified,Green Building Solutions,LEED,12/28/2023,12,Yes,low-flow,recycled,25% reduction in energy use,true
Sustainable Library,1/8/2007,29445556,LEED Platinum certified,Metropolitan Area,LEED Gold,Green Building Solutions,Green Globes,8/17/2023,3,No,high-efficiency,reclaimed,40% reduction in energy use,true
Sustainable Library,10/18/2010,30843765,Energy-efficient design,City Centre,Not Applicable,Green Building Solutions,LEED,9/14/2023,69,Limited,low-flow,certified,40% reduction in energy use,true
Eco Elementary School,7/12/2007,97577538,Energy-efficient design,Downtown,LEED Certified,EcoBuild Constructions,ISO 14001,2/16/2024,99,No,low-flow,certified,40% reduction in energy use,false
Eco Elementary School,7/24/2008,69715656,LEED Platinum certified,City Centre,LEED Platinum,EcoBuild Constructions,LEED,11/22/2023,90,Yes,low-flow,certified,40% reduction in energy use,true
Green Office Building,10/1/2012,86803177,Green roof,Downtown,LEED Silver,Sustainable Builders,LEED,8/11/2023,45,Yes,low-flow,certified,40% reduction in energy use,true
Eco Elementary School,6/24/2023,59460525,LEED Platinum certified,Town Square,LEED Certified,Green Building Solutions,LEED,11/10/2023,35,Limited,low-flow,local,30% reduction in energy use,false
Eco Elementary School,2/15/2008,55672871,Energy-efficient design,Central District,LEED Platinum,EcoBuild Constructions,ENERGY STAR Certified,11/30/2023,96,Limited,high-efficiency,certified,40% reduction in energy use,true
Sustainable Library,12/26/2013,32434927,LEED Platinum certified,Central District,LEED Certified,Green Architects Inc.,ENERGY STAR Certified,11/13/2023,20,Yes,low-flow,certified,40% reduction in energy use,false
Eco Elementary School,9/8/2010,38808572,Renewable energy sources,Downtown,LEED Silver,Sustainable Builders,LEED,2/5/2024,46,Yes,high-efficiency,certified,40% reduction in energy use,false
Eco Elementary School,4/11/2014,17360459,Renewable energy sources,Town Square,LEED Silver,Sustainable Builders,LEED,7/22/2023,39,Yes,high-efficiency,reclaimed,40% reduction in energy use,true
Sustainable Library,5/26/2012,77549979,Rainwater harvesting,Town Square,LEED Certified,Eco-Friendly Designs,ISO 14001,10/13/2023,17,Yes,high-efficiency,sustainable,40% reduction in energy use,true
Green Office Building,7/11/2009,95376778,Rainwater harvesting,Metropolitan Area,LEED Silver,Sustainable Builders,LEED,6/4/2023,16,Limited,high-efficiency,certified,30% reduction in energy use,false
Sustainable Library,12/9/2012,38376700,Energy-efficient design,Central District,LEED Certified,EcoBuild Constructions,LEED,2/2/2024,0,Yes,high-efficiency,certified,30% reduction in energy use,false
Sustainable Library,1/14/2022,87833960,LEED Platinum certified,Central District,LEED Silver,Sustainable Builders,LEED,1/31/2024,58,Limited,low-flow,reclaimed,30% reduction in energy use,false
Sustainable Library,1/21/2009,45426101,LEED Platinum certified,Downtown,LEED Certified,EcoBuild Constructions,ENERGY STAR Certified,7/10/2023,83,Limited,high-efficiency,certified,30% reduction in energy use,false
Sustainable Library,10/18/2019,98580233,LEED Platinum certified,Central District,LEED Silver,EcoBuild Constructions,Green Globes,7/22/2023,36,Yes,high-efficiency,certified,30% reduction in energy use,false
Green Office Building,11/24/2013,5234393,Renewable energy sources,City Centre,LEED Silver,Sustainable Builders,LEED,12/20/2023,93,Yes,low-flow,reclaimed,30% reduction in energy use,true
Eco Elementary School,3/6/2023,43372726,Renewable energy sources,Central District,LEED Certified,Eco-Friendly Designs,ISO 14001,12/21/2023,99,Yes,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,4/3/2013,26721855,Green roof,Downtown,LEED Gold,EcoBuild Constructions,ENERGY STAR Certified,8/28/2023,46,Yes,low-flow,certified,25% reduction in energy use,true
Green Office Building,8/25/2022,65165084,Rainwater harvesting,Downtown,LEED Silver,EcoBuild Constructions,LEED,7/10/2023,32,Yes,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,12/5/2011,49436010,Rainwater harvesting,Town Square,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,2/4/2024,21,Yes,low-flow,local,30% reduction in energy use,true
Green Office Building,7/10/2015,9811794,Energy-efficient design,Town Square,LEED Certified,Green Building Solutions,LEED,12/23/2023,85,Yes,high-efficiency,reclaimed,40% reduction in energy use,false
Green Office Building,3/12/2014,93296369,Rainwater harvesting,Town Square,LEED Silver,Eco-Friendly Designs,LEED,10/10/2023,33,Yes,low-flow,reclaimed,40% reduction in energy use,false
Green Office Building,4/3/2014,55001830,Renewable energy sources,City Centre,LEED Gold,EcoBuild Constructions,LEED,6/6/2023,33,Yes,low-flow,local,40% reduction in energy use,true
Eco Elementary School,1/26/2010,31943077,Rainwater harvesting,Downtown,LEED Certified,Green Architects Inc.,LEED,11/20/2023,8,No,high-efficiency,reclaimed,40% reduction in energy use,false
Eco Elementary School,11/19/2015,53106366,Green roof,Central District,LEED Platinum,EcoBuild Constructions,LEED,11/26/2023,94,Yes,high-efficiency,certified,25% reduction in energy use,true
Eco Elementary School,6/10/2022,39070534,LEED Platinum certified,Downtown,LEED Certified,Eco-Friendly Designs,ISO 14001,10/23/2023,32,Yes,high-efficiency,reclaimed,40% reduction in energy use,false
Green Office Building,9/24/2020,69298251,Renewable energy sources,Central District,LEED Silver,Sustainable Builders,LEED,1/6/2024,0,No,low-flow,reclaimed,30% reduction in energy use,true
Sustainable Library,12/24/2012,44397073,Renewable energy sources,Metropolitan Area,LEED Silver,Green Architects Inc.,LEED,1/31/2024,75,Yes,low-flow,certified,30% reduction in energy use,true
Green Office Building,1/1/2016,2094895,Green roof,Central District,LEED Certified,Green Building Solutions,LEED,9/2/2023,57,Yes,high-efficiency,sustainable,40% reduction in energy use,false
Green Office Building,1/7/2022,39337911,LEED Platinum certified,City Centre,LEED Silver,Green Architects Inc.,LEED,1/8/2024,19,No,low-flow,certified,25% reduction in energy use,true
Eco Elementary School,7/14/2006,6689076,Energy-efficient design,City Centre,LEED Gold,Eco-Friendly Designs,LEED,9/21/2023,79,No,high-efficiency,certified,25% reduction in energy use,true
Eco Elementary School,6/30/2009,638675,LEED Platinum certified,Central District,LEED Gold,Green Architects Inc.,LEED,7/11/2023,36,Limited,high-efficiency,local,25% reduction in energy use,true
Eco Elementary School,10/27/2005,95717672,Green roof,Central District,LEED Silver,Green Architects Inc.,ENERGY STAR Certified,10/14/2023,25,Yes,high-efficiency,local,30% reduction in energy use,true
Sustainable Library,12/25/2006,7995052,Green roof,Town Square,LEED Gold,Eco-Friendly Designs,LEED,8/17/2023,31,Limited,low-flow,sustainable,40% reduction in energy use,false
Green Office Building,9/12/2018,97164499,Renewable energy sources,Central District,LEED Gold,EcoBuild Constructions,LEED,7/15/2023,60,Limited,high-efficiency,local,30% reduction in energy use,false
Eco Elementary School,5/31/2018,47780953,Rainwater harvesting,Downtown,LEED Silver,Sustainable Builders,LEED,8/29/2023,10,Limited,high-efficiency,certified,40% reduction in energy use,false
Eco Elementary School,6/10/2019,53559319,Rainwater harvesting,City Centre,LEED Gold,EcoBuild Constructions,LEED,2/3/2024,31,Limited,high-efficiency,certified,40% reduction in energy use,false
Sustainable Library,12/22/2014,89853964,Energy-efficient design,City Centre,LEED Certified,Sustainable Builders,ENERGY STAR Certified,1/28/2024,85,Limited,high-efficiency,reclaimed,30% reduction in energy use,true
Green Office Building,11/19/2011,18606160,Renewable energy sources,Metropolitan Area,LEED Silver,Green Architects Inc.,LEED,7/5/2023,13,No,high-efficiency,sustainable,40% reduction in energy use,false
Sustainable Library,2/17/2019,18320636,LEED Platinum certified,City Centre,LEED Silver,Eco-Friendly Designs,ENERGY STAR Certified,1/4/2024,71,Yes,low-flow,certified,30% reduction in energy use,false
Eco Elementary School,10/27/2010,32509935,Green roof,Metropolitan Area,LEED Certified,Sustainable Builders,Green Globes,6/17/2023,87,Yes,high-efficiency,sustainable,40% reduction in energy use,false
Sustainable Library,12/12/2015,14998518,Energy-efficient design,Central District,Not Applicable,EcoBuild Constructions,LEED,11/27/2023,62,Limited,low-flow,certified,30% reduction in energy use,true
Sustainable Library,10/31/2019,22827231,Energy-efficient design,Metropolitan Area,LEED Silver,Sustainable Builders,Green Globes,1/1/2024,42,Limited,low-flow,reclaimed,40% reduction in energy use,false
Green Office Building,4/16/2016,93216488,Renewable energy sources,Downtown,LEED Certified,Green Architects Inc.,ISO 14001,1/25/2024,78,Yes,high-efficiency,certified,40% reduction in energy use,false
Sustainable Library,10/5/2014,43853592,Renewable energy sources,Downtown,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,8/26/2023,22,Limited,low-flow,reclaimed,25% reduction in energy use,false
Green Office Building,3/19/2013,95199498,Energy-efficient design,Town Square,LEED Platinum,Green Architects Inc.,LEED,10/24/2023,43,Yes,low-flow,certified,30% reduction in energy use,true
Eco Elementary School,8/9/2010,38507106,Green roof,Metropolitan Area,LEED Silver,Green Architects Inc.,Green Globes,9/14/2023,95,Yes,low-flow,sustainable,30% reduction in energy use,false
Green Office Building,2/20/2022,65947113,Green roof,Town Square,LEED Silver,EcoBuild Constructions,ENERGY STAR Certified,11/10/2023,97,Yes,high-efficiency,local,40% reduction in energy use,true
Green Office Building,9/16/2011,8179699,Renewable energy sources,Downtown,LEED Silver,Green Building Solutions,LEED,10/3/2023,58,Yes,high-efficiency,sustainable,30% reduction in energy use,false
Green Office Building,5/10/2008,70609024,Green roof,Metropolitan Area,LEED Silver,Sustainable Builders,ENERGY STAR Certified,12/29/2023,58,Yes,high-efficiency,reclaimed,40% reduction in energy use,true
Sustainable Library,12/19/2008,94225594,Energy-efficient design,Downtown,LEED Certified,Green Building Solutions,LEED,12/20/2023,21,Yes,low-flow,certified,40% reduction in energy use,false
Green Office Building,2/1/2022,83632612,Green roof,Downtown,Not Applicable,Green Architects Inc.,LEED,3/7/2024,90,No,high-efficiency,reclaimed,40% reduction in energy use,false
Green Office Building,12/12/2015,55482247,Energy-efficient design,Metropolitan Area,LEED Certified,Sustainable Builders,LEED,1/12/2024,26,Yes,high-efficiency,local,30% reduction in energy use,false
Sustainable Library,8/11/2018,12588561,Renewable energy sources,City Centre,Not Applicable,EcoBuild Constructions,LEED,2/4/2024,74,Yes,high-efficiency,certified,30% reduction in energy use,true
Green Office Building,7/13/2014,89340612,Energy-efficient design,Central District,LEED Certified,Eco-Friendly Designs,LEED,5/30/2023,42,Limited,low-flow,reclaimed,40% reduction in energy use,true
Sustainable Library,11/23/2016,86896313,Energy-efficient design,Central District,LEED Silver,EcoBuild Constructions,ENERGY STAR Certified,8/7/2023,60,Yes,low-flow,certified,40% reduction in energy use,false
Sustainable Library,11/21/2021,39832974,Energy-efficient design,City Centre,LEED Certified,Eco-Friendly Designs,LEED,1/29/2024,63,Limited,high-efficiency,local,30% reduction in energy use,true
Sustainable Library,2/19/2016,10315268,Renewable energy sources,Downtown,LEED Gold,Sustainable Builders,LEED,9/16/2023,42,Limited,high-efficiency,sustainable,40% reduction in energy use,false
Green Office Building,1/24/2008,28663749,Energy-efficient design,City Centre,LEED Silver,Sustainable Builders,LEED,6/20/2023,38,Limited,low-flow,certified,30% reduction in energy use,true
Sustainable Library,7/27/2009,33870774,Renewable energy sources,City Centre,LEED Certified,Green Architects Inc.,ISO 14001,11/15/2023,53,Yes,high-efficiency,sustainable,40% reduction in energy use,false
Green Office Building,8/3/2006,10899156,LEED Platinum certified,Downtown,Not Applicable,EcoBuild Constructions,LEED,8/25/2023,3,Limited,high-efficiency,reclaimed,30% reduction in energy use,false
Green Office Building,11/11/2019,54855758,Energy-efficient design,Town Square,LEED Certified,EcoBuild Constructions,LEED,10/25/2023,82,No,low-flow,sustainable,40% reduction in energy use,false
Green Office Building,8/16/2023,97410086,Rainwater harvesting,Downtown,LEED Silver,Green Architects Inc.,LEED,7/29/2023,96,Yes,low-flow,sustainable,40% reduction in energy use,true
Sustainable Library,10/3/2009,63037800,Energy-efficient design,Downtown,LEED Silver,Sustainable Builders,Green Globes,7/14/2023,47,Yes,low-flow,reclaimed,30% reduction in energy use,true
Eco Elementary School,8/29/2011,98047335,Renewable energy sources,Downtown,LEED Silver,Eco-Friendly Designs,LEED,1/25/2024,67,Limited,high-efficiency,certified,40% reduction in energy use,false
Eco Elementary School,3/23/2018,15816994,Renewable energy sources,City Centre,LEED Certified,Green Building Solutions,Green Globes,7/21/2023,44,No,high-efficiency,local,40% reduction in energy use,false
Green Office Building,3/13/2014,5824073,Energy-efficient design,Town Square,LEED Certified,Sustainable Builders,LEED,1/17/2024,6,No,high-efficiency,local,30% reduction in energy use,false
Sustainable Library,6/3/2009,58205153,LEED Platinum certified,Central District,LEED Gold,Sustainable Builders,ISO 14001,7/19/2023,94,Yes,low-flow,sustainable,25% reduction in energy use,true
Green Office Building,6/23/2007,39985534,Energy-efficient design,Metropolitan Area,Not Applicable,Green Building Solutions,LEED,6/28/2023,7,Limited,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,7/17/2008,19985965,LEED Platinum certified,Town Square,LEED Certified,Green Building Solutions,ENERGY STAR Certified,7/24/2023,45,Limited,low-flow,certified,40% reduction in energy use,false
Eco Elementary School,6/23/2020,95711062,Renewable energy sources,Metropolitan Area,LEED Certified,Sustainable Builders,LEED,5/18/2023,2,Limited,low-flow,sustainable,40% reduction in energy use,true
Green Office Building,4/23/2021,51585889,LEED Platinum certified,Central District,LEED Silver,Green Architects Inc.,LEED,6/8/2023,60,Yes,low-flow,reclaimed,40% reduction in energy use,false
Sustainable Library,6/27/2015,81966792,LEED Platinum certified,City Centre,LEED Gold,Green Building Solutions,ENERGY STAR Certified,9/29/2023,42,Limited,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,5/2/2009,98047324,Rainwater harvesting,Downtown,LEED Platinum,Sustainable Builders,ISO 14001,2/4/2024,53,Limited,low-flow,sustainable,40% reduction in energy use,false
Green Office Building,5/19/2014,28187643,Renewable energy sources,City Centre,LEED Platinum,EcoBuild Constructions,ENERGY STAR Certified,1/14/2024,1,Yes,high-efficiency,reclaimed,30% reduction in energy use,true
Green Office Building,2/24/2006,8259116,Energy-efficient design,City Centre,LEED Gold,Sustainable Builders,ENERGY STAR Certified,11/23/2023,73,Limited,high-efficiency,reclaimed,30% reduction in energy use,false
Eco Elementary School,3/9/2008,44420814,LEED Platinum certified,Metropolitan Area,LEED Gold,Eco-Friendly Designs,ISO 14001,7/15/2023,33,Yes,high-efficiency,sustainable,40% reduction in energy use,false
Eco Elementary School,12/26/2010,45977641,Energy-efficient design,Town Square,LEED Certified,Sustainable Builders,LEED,9/12/2023,13,Limited,low-flow,local,30% reduction in energy use,false
Eco Elementary School,10/25/2015,32017699,LEED Platinum certified,City Centre,LEED Certified,EcoBuild Constructions,LEED,2/6/2024,7,Yes,high-efficiency,recycled,40% reduction in energy use,true
Eco Elementary School,9/6/2021,80617156,Rainwater harvesting,Metropolitan Area,LEED Gold,EcoBuild Constructions,LEED,12/5/2023,94,Limited,high-efficiency,reclaimed,40% reduction in energy use,false
Sustainable Library,12/23/2021,68580585,Energy-efficient design,Town Square,LEED Certified,Green Architects Inc.,ENERGY STAR Certified,1/20/2024,59,Yes,high-efficiency,certified,30% reduction in energy use,false
Sustainable Library,9/13/2019,73175811,Green roof,Metropolitan Area,LEED Certified,EcoBuild Constructions,LEED,5/23/2023,89,Yes,high-efficiency,reclaimed,40% reduction in energy use,true
Green Office Building,1/11/2014,86661468,Green roof,Central District,LEED Certified,Green Building Solutions,LEED,12/19/2023,85,Limited,high-efficiency,certified,30% reduction in energy use,true
Eco Elementary School,11/14/2007,7893750,Green roof,City Centre,LEED Gold,EcoBuild Constructions,LEED,2/17/2024,86,Yes,low-flow,recycled,40% reduction in energy use,false
Green Office Building,3/16/2019,61144717,LEED Platinum certified,Town Square,LEED Gold,Sustainable Builders,LEED,11/24/2023,76,Limited,low-flow,certified,25% reduction in energy use,true
Eco Elementary School,7/13/2012,43265242,LEED Platinum certified,City Centre,LEED Silver,Green Building Solutions,Green Globes,9/27/2023,70,Limited,high-efficiency,sustainable,40% reduction in energy use,true
Green Office Building,11/5/2014,64709490,Green roof,Downtown,LEED Silver,Green Architects Inc.,LEED,10/1/2023,1,Yes,high-efficiency,local,30% reduction in energy use,true
Eco Elementary School,10/25/2009,97137347,Green roof,Metropolitan Area,LEED Certified,EcoBuild Constructions,ENERGY STAR Certified,12/22/2023,89,No,low-flow,reclaimed,40% reduction in energy use,false
Green Office Building,3/26/2006,70143436,Rainwater harvesting,City Centre,LEED Certified,EcoBuild Constructions,ENERGY STAR Certified,8/11/2023,36,Limited,low-flow,reclaimed,30% reduction in energy use,true
Green Office Building,12/22/2011,18577610,Renewable energy sources,City Centre,LEED Gold,Green Building Solutions,ISO 14001,8/3/2023,80,No,high-efficiency,sustainable,40% reduction in energy use,true
Sustainable Library,7/18/2022,93402161,Energy-efficient design,Central District,LEED Gold,Green Building Solutions,LEED,11/1/2023,96,No,high-efficiency,local,40% reduction in energy use,true
Green Office Building,2/19/2023,86084721,Renewable energy sources,City Centre,LEED Certified,Green Building Solutions,LEED,11/4/2023,87,Limited,high-efficiency,certified,40% reduction in energy use,true
Eco Elementary School,3/23/2011,22603452,Renewable energy sources,Metropolitan Area,LEED Silver,Sustainable Builders,Green Globes,7/28/2023,51,Yes,high-efficiency,local,40% reduction in energy use,false
Green Office Building,3/17/2006,41055500,Green roof,Downtown,LEED Silver,Green Architects Inc.,LEED,9/1/2023,75,No,low-flow,sustainable,40% reduction in energy use,false
Sustainable Library,3/17/2021,84670325,Renewable energy sources,City Centre,LEED Silver,Sustainable Builders,ISO 14001,7/29/2023,5,Yes,high-efficiency,reclaimed,40% reduction in energy use,false
Green Office Building,4/28/2021,2011274,Energy-efficient design,City Centre,LEED Silver,Eco-Friendly Designs,LEED,2/15/2024,59,Yes,high-efficiency,reclaimed,40% reduction in energy use,false
Green Office Building,5/22/2007,38714157,Rainwater harvesting,Central District,LEED Silver,Eco-Friendly Designs,Green Globes,2/29/2024,36,Yes,high-efficiency,local,40% reduction in energy use,false
Eco Elementary School,2/27/2010,22635284,Green roof,Town Square,Not Applicable,Sustainable Builders,LEED,12/18/2023,59,Yes,high-efficiency,local,40% reduction in energy use,false
Green Office Building,10/9/2006,86569133,Renewable energy sources,City Centre,LEED Silver,Green Architects Inc.,LEED,2/26/2024,22,Limited,low-flow,sustainable,30% reduction in energy use,false
Eco Elementary School,9/14/2017,73875849,Green roof,Town Square,LEED Gold,Green Building Solutions,LEED,6/30/2023,95,Limited,low-flow,recycled,40% reduction in energy use,false
Sustainable Library,7/18/2015,39316606,Renewable energy sources,City Centre,LEED Silver,Sustainable Builders,LEED,6/26/2023,45,Yes,high-efficiency,sustainable,40% reduction in energy use,true
Green Office Building,3/25/2007,26353307,LEED Platinum certified,Central District,LEED Certified,Eco-Friendly Designs,LEED,7/30/2023,79,Limited,high-efficiency,reclaimed,40% reduction in energy use,true
Eco Elementary School,11/11/2021,33695657,LEED Platinum certified,Central District,LEED Silver,Sustainable Builders,LEED,9/3/2023,84,Limited,low-flow,certified,30% reduction in energy use,true
Sustainable Library,5/23/2015,99037836,LEED Platinum certified,Downtown,LEED Platinum,Green Architects Inc.,ENERGY STAR Certified,1/14/2024,80,Limited,high-efficiency,reclaimed,40% reduction in energy use,false
Green Office Building,7/11/2017,15997379,Rainwater harvesting,City Centre,LEED Certified,Green Building Solutions,LEED,12/28/2023,29,Limited,high-efficiency,certified,25% reduction in energy use,true
Green Office Building,9/23/2018,83333826,LEED Platinum certified,Downtown,LEED Platinum,Green Building Solutions,ISO 14001,5/16/2023,71,Yes,high-efficiency,reclaimed,25% reduction in energy use,true
Green Office Building,2/16/2018,95115462,LEED Platinum certified,Metropolitan Area,LEED Gold,Eco-Friendly Designs,Green Globes,3/9/2024,98,Yes,high-efficiency,recycled,40% reduction in energy use,false
Sustainable Library,8/24/2008,49656596,Renewable energy sources,Central District,LEED Gold,Sustainable Builders,LEED,2/25/2024,29,Yes,low-flow,certified,30% reduction in energy use,false
Green Office Building,9/24/2018,54363706,Energy-efficient design,Central District,LEED Silver,Green Building Solutions,ISO 14001,1/1/2024,100,Limited,high-efficiency,certified,40% reduction in energy use,true
Eco Elementary School,10/13/2021,77528205,Renewable energy sources,City Centre,LEED Certified,EcoBuild Constructions,LEED,9/28/2023,85,Limited,high-efficiency,recycled,40% reduction in energy use,false
Green Office Building,7/11/2021,99002727,Energy-efficient design,Downtown,Not Applicable,Green Building Solutions,ENERGY STAR Certified,2/9/2024,39,Yes,high-efficiency,certified,30% reduction in energy use,false
Green Office Building,5/22/2021,2109469,Renewable energy sources,City Centre,LEED Silver,Eco-Friendly Designs,ISO 14001,10/27/2023,58,Limited,low-flow,sustainable,25% reduction in energy use,false
Sustainable Library,3/16/2018,23746226,Green roof,Town Square,LEED Silver,Sustainable Builders,LEED,12/23/2023,18,No,high-efficiency,certified,30% reduction in energy use,true
Green Office Building,6/25/2006,48068076,Green roof,Downtown,LEED Gold,Sustainable Builders,ENERGY STAR Certified,12/16/2023,1,Yes,low-flow,recycled,40% reduction in energy use,false
Green Office Building,5/27/2021,2925122,Green roof,City Centre,LEED Certified,Green Architects Inc.,LEED,7/25/2023,57,Limited,low-flow,certified,30% reduction in energy use,false
Green Office Building,3/5/2019,77092663,Renewable energy sources,Metropolitan Area,LEED Silver,Green Architects Inc.,ENERGY STAR Certified,11/30/2023,85,No,low-flow,certified,40% reduction in energy use,false
Sustainable Library,11/22/2016,64369351,Renewable energy sources,Town Square,Not Applicable,Eco-Friendly Designs,LEED,8/13/2023,45,No,low-flow,reclaimed,30% reduction in energy use,true
Eco Elementary School,4/7/2018,51356959,Renewable energy sources,Downtown,LEED Certified,Green Architects Inc.,LEED,9/20/2023,69,Limited,high-efficiency,sustainable,40% reduction in energy use,false
Sustainable Library,10/6/2021,14484857,Renewable energy sources,City Centre,LEED Platinum,Sustainable Builders,LEED,11/21/2023,3,Limited,high-efficiency,reclaimed,30% reduction in energy use,true
Eco Elementary School,8/3/2015,61937315,Green roof,Metropolitan Area,LEED Certified,EcoBuild Constructions,LEED,7/27/2023,50,Limited,high-efficiency,sustainable,40% reduction in energy use,false
Eco Elementary School,4/5/2019,27495572,Energy-efficient design,Central District,LEED Certified,Green Building Solutions,ISO 14001,3/3/2024,27,Limited,high-efficiency,certified,40% reduction in energy use,true
Eco Elementary School,3/22/2023,51986627,Renewable energy sources,Central District,LEED Certified,Green Building Solutions,ISO 14001,1/14/2024,42,Limited,high-efficiency,certified,40% reduction in energy use,false
Green Office Building,12/31/2014,30911555,Renewable energy sources,City Centre,LEED Silver,Eco-Friendly Designs,Green Globes,5/16/2023,13,Limited,low-flow,certified,40% reduction in energy use,false
Green Office Building,11/13/2007,48820349,LEED Platinum certified,City Centre,Not Applicable,Eco-Friendly Designs,LEED,12/25/2023,35,Limited,high-efficiency,certified,40% reduction in energy use,false
Sustainable Library,9/10/2020,94900750,Rainwater harvesting,Downtown,LEED Silver,Green Architects Inc.,LEED,10/17/2023,12,Limited,high-efficiency,certified,30% reduction in energy use,false
Eco Elementary School,1/20/2016,19067748,Green roof,Metropolitan Area,LEED Silver,Green Architects Inc.,ISO 14001,8/5/2023,7,Yes,high-efficiency,local,40% reduction in energy use,false
Sustainable Library,1/28/2012,95542041,Energy-efficient design,Downtown,LEED Certified,Green Architects Inc.,LEED,1/12/2024,35,Yes,high-efficiency,local,30% reduction in energy use,true
Green Office Building,10/13/2012,34492878,LEED Platinum certified,City Centre,LEED Certified,Eco-Friendly Designs,LEED,12/5/2023,55,Limited,low-flow,certified,25% reduction in energy use,false
Green Office Building,9/6/2014,68942658,Renewable energy sources,Town Square,LEED Gold,Eco-Friendly Designs,LEED,7/15/2023,13,Yes,high-efficiency,sustainable,40% reduction in energy use,false
Green Office Building,10/24/2020,185790,Green roof,Metropolitan Area,LEED Silver,Eco-Friendly Designs,ISO 14001,12/9/2023,70,Limited,low-flow,reclaimed,40% reduction in energy use,false
Sustainable Library,3/24/2010,19818816,LEED Platinum certified,Town Square,LEED Certified,EcoBuild Constructions,LEED,6/9/2023,47,No,low-flow,certified,25% reduction in energy use,false
