ContractTitle,ContractDate,ContractAmount,ContractDescription,Location           ,LEEDCertificationLevel,Architect/Contractor,SustainabilityRatings,ProjectTimeline,RenewableEnergyUse,WasteManagementPractices,WaterEfficiency,MaterialsSourcing,SustainabilityGoals,Eco-Friendly
Eco Elementary School,5/18/2011,47696701,Rainwater harvesting,Central District,3 Level - LEED Silver,Sustainable Builders,3 Level - Green Globes,6/3/2023,14,2 - Limited,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Green Office Building,10/14/2008,27668351,Green roof,Town Square,2 Level - LEED Certified,Eco-Friendly Designs,3 Level - Green Globes,7/23/2023,99,3 - Yes,1 - low-flow,2 - recycled,25% reduction in energy use,true
Green Office Building,4/15/2018,61562652,LEED Platinum certified,Downtown,4 Level - LEED Gold,Eco-Friendly Designs,4 Level -  ISO 14001,7/7/2023,4,3 - Yes,2 - high-efficiency,2 - recycled,25% reduction in energy use,true
Eco Elementary School,10/25/2016,38178263,Energy-efficient design,City Centre,5 Level - LEED Platinum,Green Building Solutions,2 Level - LEED,9/11/2023,6,3 - Yes,1 - low-flow,3 - sustainable,40% reduction in energy use,true
Eco Elementary School,5/7/2006,49838804,Energy-efficient design,Town Square,3 Level - LEED Silver,EcoBuild Constructions,1 Level - ENERGY STAR Certified,3/3/2024,97,3 - Yes,1 - low-flow,5 - certified,25% reduction in energy use,true
Green Office Building,9/22/2017,14502777,Energy-efficient design,City Centre,5 Level - LEED Platinum,Green Building Solutions,4 Level -  ISO 14001,11/12/2023,52,3 - Yes,2 - high-efficiency,3 - sustainable,40% reduction in energy use,false
Eco Elementary School,8/10/2020,55960297,Energy-efficient design,Metropolitan Area,4 Level - LEED Gold,Green Building Solutions,2 Level - LEED,12/7/2023,7,3 - Yes,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,false
Green Office Building,2/22/2017,33100758,Renewable energy sources,City Centre,5 Level - LEED Platinum,Green Architects Inc.,1 Level - ENERGY STAR Certified,1/8/2024,85,3 - Yes,2 - high-efficiency,3 - sustainable,40% reduction in energy use,false
Sustainable Library,12/22/2006,52067310,Green roof,Town Square,5 Level - LEED Platinum,Green Architects Inc.,4 Level -  ISO 14001,1/29/2024,37,3 - Yes,1 - low-flow,1 - local,25% reduction in energy use,false
Eco Elementary School,10/10/2014,99855975,Energy-efficient design,Downtown,2 Level - LEED Certified,Green Building Solutions,3 Level - Green Globes,8/13/2023,25,2 - Limited,2 - high-efficiency,5 - certified,25% reduction in energy use,true
Sustainable Library,11/23/2008,20404504,Green roof,Downtown,4 Level - LEED Gold,Eco-Friendly Designs,4 Level -  ISO 14001,12/12/2023,60,2 - Limited,1 - low-flow,5 - certified,40% reduction in energy use,false
Green Office Building,7/2/2017,59910612,Rainwater harvesting,Downtown,4 Level - LEED Gold,Green Architects Inc.,4 Level -  ISO 14001,1/21/2024,20,2 - Limited,1 - low-flow,4 - reclaimed,40% reduction in energy use,false
Eco Elementary School,5/3/2014,28226787,Green roof,Metropolitan Area,1 Level - Not Applicable,Green Building Solutions,2 Level - LEED,9/7/2023,34,3 - Yes,2 - high-efficiency,5 - certified,25% reduction in energy use,true
Eco Elementary School,2/21/2012,81658588,Energy-efficient design,Town Square,5 Level - LEED Platinum,Green Architects Inc.,3 Level - Green Globes,7/19/2023,28,3 - Yes,2 - high-efficiency,2 - recycled,40% reduction in energy use,false
Sustainable Library,10/11/2011,94797572,LEED Platinum certified,Town Square,5 Level - LEED Platinum,EcoBuild Constructions,3 Level - Green Globes,7/16/2023,46,1- No,1 - low-flow,2 - recycled,30% reduction in energy use,true
Sustainable Library,2/27/2008,86691998,Green roof,Town Square,4 Level - LEED Gold,Eco-Friendly Designs,3 Level - Green Globes,2/16/2024,75,2 - Limited,2 - high-efficiency,4 - reclaimed,25% reduction in energy use,true
Green Office Building,2/25/2015,79615638,Rainwater harvesting,Town Square,1 Level - Not Applicable,Green Building Solutions,3 Level - Green Globes,11/20/2023,64,3 - Yes,1 - low-flow,2 - recycled,25% reduction in energy use,false
Green Office Building,10/23/2016,7112312,Green roof,Central District,3 Level - LEED Silver,Sustainable Builders,4 Level -  ISO 14001,8/13/2023,7,3 - Yes,2 - high-efficiency,5 - certified,25% reduction in energy use,false
Eco Elementary School,12/20/2014,66880663,Energy-efficient design,City Centre,4 Level - LEED Gold,EcoBuild Constructions,2 Level - LEED,11/20/2023,7,3 - Yes,1 - low-flow,5 - certified,40% reduction in energy use,true
Sustainable Library,6/24/2017,48561971,Rainwater harvesting,City Centre,3 Level - LEED Silver,EcoBuild Constructions,3 Level - Green Globes,1/16/2024,6,3 - Yes,2 - high-efficiency,3 - sustainable,25% reduction in energy use,true
Eco Elementary School,1/17/2014,56866499,Green roof,City Centre,5 Level - LEED Platinum,Green Architects Inc.,2 Level - LEED,7/4/2023,42,3 - Yes,1 - low-flow,3 - sustainable,25% reduction in energy use,false
Green Office Building,7/9/2008,13833273,Energy-efficient design,Downtown,5 Level - LEED Platinum,Green Building Solutions,4 Level -  ISO 14001,12/21/2023,4,2 - Limited,1 - low-flow,5 - certified,30% reduction in energy use,true
Green Office Building,6/27/2012,60119137,Energy-efficient design,Central District,5 Level - LEED Platinum,Eco-Friendly Designs,4 Level -  ISO 14001,5/20/2023,99,1- No,2 - high-efficiency,2 - recycled,25% reduction in energy use,true
Green Office Building,8/3/2017,72380307,Rainwater harvesting,Downtown,1 Level - Not Applicable,Green Building Solutions,3 Level - Green Globes,1/17/2024,53,2 - Limited,2 - high-efficiency,2 - recycled,25% reduction in energy use,false
Green Office Building,8/22/2014,38686618,Renewable energy sources,Metropolitan Area,3 Level - LEED Silver,Sustainable Builders,1 Level - ENERGY STAR Certified,10/2/2023,75,3 - Yes,1 - low-flow,4 - reclaimed,30% reduction in energy use,false
Sustainable Library,12/29/2015,78188774,Renewable energy sources,Metropolitan Area,4 Level - LEED Gold,Eco-Friendly Designs,3 Level - Green Globes,9/4/2023,14,3 - Yes,2 - high-efficiency,4 - reclaimed,25% reduction in energy use,true
Sustainable Library,10/4/2023,41998148,Green roof,Metropolitan Area,5 Level - LEED Platinum,Sustainable Builders,4 Level -  ISO 14001,10/13/2023,50,3 - Yes,2 - high-efficiency,5 - certified,25% reduction in energy use,true
Green Office Building,12/19/2014,52769731,Energy-efficient design,City Centre,5 Level - LEED Platinum,Green Building Solutions,2 Level - LEED,9/28/2023,41,1- No,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Green Office Building,6/18/2006,67944726,Rainwater harvesting,City Centre,4 Level - LEED Gold,EcoBuild Constructions,2 Level - LEED,5/18/2023,14,2 - Limited,2 - high-efficiency,2 - recycled,25% reduction in energy use,false
Green Office Building,7/1/2018,67610711,Rainwater harvesting,Metropolitan Area,5 Level - LEED Platinum,EcoBuild Constructions,2 Level - LEED,7/13/2023,71,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Eco Elementary School,6/21/2007,29021898,Energy-efficient design,Town Square,3 Level - LEED Silver,Sustainable Builders,4 Level -  ISO 14001,7/21/2023,16,2 - Limited,1 - low-flow,4 - reclaimed,40% reduction in energy use,false
Eco Elementary School,7/11/2022,52040631,Renewable energy sources,City Centre,3 Level - LEED Silver,Green Architects Inc.,3 Level - Green Globes,5/16/2023,34,3 - Yes,2 - high-efficiency,2 - recycled,25% reduction in energy use,false
Green Office Building,5/3/2008,3967013,Renewable energy sources,Downtown,3 Level - LEED Silver,Sustainable Builders,3 Level - Green Globes,6/28/2023,85,3 - Yes,2 - high-efficiency,1 - local,25% reduction in energy use,false
Eco Elementary School,7/13/2007,14960394,Renewable energy sources,Town Square,4 Level - LEED Gold,EcoBuild Constructions,4 Level -  ISO 14001,11/26/2023,72,2 - Limited,1 - low-flow,4 - reclaimed,40% reduction in energy use,true
Green Office Building,2/23/2009,89666782,Renewable energy sources,Downtown,2 Level - LEED Certified,Green Building Solutions,3 Level - Green Globes,9/6/2023,81,3 - Yes,1 - low-flow,1 - local,25% reduction in energy use,true
Sustainable Library,10/18/2023,85072592,LEED Platinum certified,Downtown,5 Level - LEED Platinum,Eco-Friendly Designs,2 Level - LEED,12/6/2023,18,2 - Limited,1 - low-flow,3 - sustainable,40% reduction in energy use,true
Green Office Building,7/21/2007,70835548,Energy-efficient design,City Centre,5 Level - LEED Platinum,Eco-Friendly Designs,4 Level -  ISO 14001,11/21/2023,8,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Sustainable Library,6/2/2023,51646834,Rainwater harvesting,City Centre,2 Level - LEED Certified,Green Architects Inc.,4 Level -  ISO 14001,3/1/2024,42,2 - Limited,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Green Office Building,2/16/2017,51673461,LEED Platinum certified,Central District,5 Level - LEED Platinum,Eco-Friendly Designs,4 Level -  ISO 14001,8/27/2023,48,3 - Yes,2 - high-efficiency,4 - reclaimed,25% reduction in energy use,false
Eco Elementary School,2/6/2017,12102947,Renewable energy sources,City Centre,4 Level - LEED Gold,Sustainable Builders,4 Level -  ISO 14001,9/10/2023,91,2 - Limited,2 - high-efficiency,3 - sustainable,40% reduction in energy use,false
Green Office Building,10/17/2006,59160399,Energy-efficient design,Central District,4 Level - LEED Gold,EcoBuild Constructions,2 Level - LEED,5/22/2023,93,2 - Limited,1 - low-flow,4 - reclaimed,40% reduction in energy use,false
Eco Elementary School,6/30/2022,11294872,LEED Platinum certified,Metropolitan Area,4 Level - LEED Gold,Sustainable Builders,2 Level - LEED,9/13/2023,25,1- No,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Eco Elementary School,12/7/2011,62126135,LEED Platinum certified,Metropolitan Area,3 Level - LEED Silver,EcoBuild Constructions,3 Level - Green Globes,5/30/2023,28,2 - Limited,2 - high-efficiency,3 - sustainable,30% reduction in energy use,true
Green Office Building,12/16/2017,75980258,Green roof,Central District,4 Level - LEED Gold,Eco-Friendly Designs,2 Level - LEED,1/14/2024,38,1- No,1 - low-flow,1 - local,40% reduction in energy use,false
Green Office Building,1/24/2014,66581034,Energy-efficient design,City Centre,4 Level - LEED Gold,Green Architects Inc.,3 Level - Green Globes,8/3/2023,16,3 - Yes,2 - high-efficiency,2 - recycled,30% reduction in energy use,true
Sustainable Library,5/22/2006,80587427,Energy-efficient design,Central District,4 Level - LEED Gold,Green Building Solutions,2 Level - LEED,2/14/2024,70,1- No,2 - high-efficiency,2 - recycled,40% reduction in energy use,false
Green Office Building,1/27/2015,89879449,Green roof,Metropolitan Area,5 Level - LEED Platinum,Green Building Solutions,1 Level - ENERGY STAR Certified,2/9/2024,28,2 - Limited,2 - high-efficiency,4 - reclaimed,30% reduction in energy use,true
Sustainable Library,9/29/2010,52201802,LEED Platinum certified,City Centre,5 Level - LEED Platinum,Eco-Friendly Designs,4 Level -  ISO 14001,11/12/2023,21,3 - Yes,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,false
Green Office Building,2/15/2016,71282645,Rainwater harvesting,Town Square,1 Level - Not Applicable,EcoBuild Constructions,3 Level - Green Globes,10/27/2023,80,2 - Limited,2 - high-efficiency,5 - certified,30% reduction in energy use,true
Green Office Building,4/16/2016,28921571,Energy-efficient design,Downtown,5 Level - LEED Platinum,Green Building Solutions,3 Level - Green Globes,12/18/2023,14,3 - Yes,1 - low-flow,3 - sustainable,40% reduction in energy use,false
Green Office Building,7/25/2021,6307952,Energy-efficient design,Central District,1 Level - Not Applicable,EcoBuild Constructions,4 Level -  ISO 14001,7/21/2023,82,3 - Yes,1 - low-flow,3 - sustainable,30% reduction in energy use,true
Green Office Building,4/3/2016,97139456,Green roof,Town Square,4 Level - LEED Gold,Green Architects Inc.,2 Level - LEED,7/17/2023,79,2 - Limited,1 - low-flow,4 - reclaimed,40% reduction in energy use,false
Green Office Building,5/27/2022,49371560,LEED Platinum certified,Downtown,5 Level - LEED Platinum,Sustainable Builders,4 Level -  ISO 14001,3/7/2024,14,2 - Limited,2 - high-efficiency,1 - local,30% reduction in energy use,false
Green Office Building,3/18/2014,30113220,LEED Platinum certified,Town Square,4 Level - LEED Gold,EcoBuild Constructions,4 Level -  ISO 14001,8/7/2023,68,2 - Limited,2 - high-efficiency,3 - sustainable,40% reduction in energy use,false
Sustainable Library,1/11/2022,81560804,LEED Platinum certified,City Centre,3 Level - LEED Silver,Green Building Solutions,3 Level - Green Globes,3/8/2024,34,2 - Limited,2 - high-efficiency,4 - reclaimed,25% reduction in energy use,false
Sustainable Library,11/10/2008,46287522,Energy-efficient design,City Centre,5 Level - LEED Platinum,Green Architects Inc.,4 Level -  ISO 14001,1/9/2024,20,3 - Yes,2 - high-efficiency,3 - sustainable,25% reduction in energy use,true
Green Office Building,11/26/2018,4302317,Green roof,Central District,4 Level - LEED Gold,Green Architects Inc.,3 Level - Green Globes,1/20/2024,15,3 - Yes,1 - low-flow,5 - certified,25% reduction in energy use,true
Sustainable Library,10/1/2022,54830153,Green roof,Metropolitan Area,5 Level - LEED Platinum,Eco-Friendly Designs,4 Level -  ISO 14001,9/21/2023,92,3 - Yes,2 - high-efficiency,4 - reclaimed,30% reduction in energy use,true
Eco Elementary School,9/29/2023,90443549,Green roof,City Centre,5 Level - LEED Platinum,EcoBuild Constructions,4 Level -  ISO 14001,5/23/2023,63,2 - Limited,2 - high-efficiency,5 - certified,25% reduction in energy use,false
Sustainable Library,5/6/2006,88891342,Green roof,Metropolitan Area,4 Level - LEED Gold,EcoBuild Constructions,4 Level -  ISO 14001,5/21/2023,22,1- No,1 - low-flow,5 - certified,40% reduction in energy use,false
Green Office Building,9/21/2022,24771568,LEED Platinum certified,Downtown,5 Level - LEED Platinum,EcoBuild Constructions,4 Level -  ISO 14001,9/19/2023,92,3 - Yes,2 - high-efficiency,4 - reclaimed,25% reduction in energy use,false
Eco Elementary School,5/13/2008,15572229,Green roof,Metropolitan Area,2 Level - LEED Certified,EcoBuild Constructions,2 Level - LEED,7/13/2023,63,2 - Limited,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,true
Eco Elementary School,11/4/2006,15496107,Green roof,Town Square,5 Level - LEED Platinum,Green Architects Inc.,4 Level -  ISO 14001,7/19/2023,90,3 - Yes,2 - high-efficiency,5 - certified,30% reduction in energy use,false
Sustainable Library,1/26/2023,99578841,Rainwater harvesting,Downtown,3 Level - LEED Silver,Eco-Friendly Designs,1 Level - ENERGY STAR Certified,1/4/2024,17,1- No,1 - low-flow,4 - reclaimed,40% reduction in energy use,false
Sustainable Library,1/6/2017,38541027,Renewable energy sources,Downtown,3 Level - LEED Silver,Sustainable Builders,3 Level - Green Globes,11/28/2023,95,2 - Limited,1 - low-flow,5 - certified,25% reduction in energy use,false
Eco Elementary School,7/31/2011,73876696,Renewable energy sources,Central District,4 Level - LEED Gold,Sustainable Builders,1 Level - ENERGY STAR Certified,2/6/2024,32,3 - Yes,2 - high-efficiency,5 - certified,25% reduction in energy use,true
Green Office Building,2/23/2007,21395782,Renewable energy sources,Metropolitan Area,2 Level - LEED Certified,Green Architects Inc.,4 Level -  ISO 14001,7/27/2023,33,3 - Yes,1 - low-flow,5 - certified,30% reduction in energy use,false
Eco Elementary School,5/14/2007,35641584,Rainwater harvesting,Central District,4 Level - LEED Gold,Green Building Solutions,1 Level - ENERGY STAR Certified,9/3/2023,82,3 - Yes,1 - low-flow,5 - certified,25% reduction in energy use,true
Sustainable Library,9/13/2006,626243,Renewable energy sources,Downtown,5 Level - LEED Platinum,EcoBuild Constructions,4 Level -  ISO 14001,8/4/2023,55,1- No,2 - high-efficiency,2 - recycled,25% reduction in energy use,true
Sustainable Library,5/22/2012,60302725,Energy-efficient design,Central District,3 Level - LEED Silver,EcoBuild Constructions,1 Level - ENERGY STAR Certified,12/14/2023,66,3 - Yes,2 - high-efficiency,3 - sustainable,25% reduction in energy use,true
Sustainable Library,7/20/2018,72093431,LEED Platinum certified,City Centre,4 Level - LEED Gold,EcoBuild Constructions,4 Level -  ISO 14001,2/4/2024,57,3 - Yes,2 - high-efficiency,5 - certified,25% reduction in energy use,false
Sustainable Library,7/10/2020,33502009,Green roof,Central District,1 Level - Not Applicable,Eco-Friendly Designs,3 Level - Green Globes,1/9/2024,53,3 - Yes,2 - high-efficiency,4 - reclaimed,25% reduction in energy use,true
Sustainable Library,7/21/2012,63326794,LEED Platinum certified,City Centre,5 Level - LEED Platinum,Eco-Friendly Designs,2 Level - LEED,6/12/2023,0,3 - Yes,1 - low-flow,5 - certified,40% reduction in energy use,false
Green Office Building,7/31/2015,79819022,LEED Platinum certified,Town Square,5 Level - LEED Platinum,EcoBuild Constructions,4 Level -  ISO 14001,8/10/2023,20,2 - Limited,1 - low-flow,4 - reclaimed,30% reduction in energy use,true
Green Office Building,6/21/2021,89868932,Renewable energy sources,Metropolitan Area,5 Level - LEED Platinum,Green Architects Inc.,2 Level - LEED,10/30/2023,42,1- No,2 - high-efficiency,2 - recycled,40% reduction in energy use,true
Eco Elementary School,8/31/2021,29032550,Rainwater harvesting,Downtown,2 Level - LEED Certified,Sustainable Builders,1 Level - ENERGY STAR Certified,7/30/2023,12,1- No,2 - high-efficiency,5 - certified,30% reduction in energy use,true
Green Office Building,6/1/2021,73787408,Rainwater harvesting,Town Square,3 Level - LEED Silver,Sustainable Builders,4 Level -  ISO 14001,12/12/2023,45,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Green Office Building,12/18/2020,52087691,Green roof,Downtown,3 Level - LEED Silver,Green Architects Inc.,3 Level - Green Globes,8/4/2023,16,3 - Yes,1 - low-flow,3 - sustainable,25% reduction in energy use,true
Eco Elementary School,12/19/2017,96774156,Green roof,Central District,4 Level - LEED Gold,Green Building Solutions,4 Level -  ISO 14001,10/7/2023,30,3 - Yes,2 - high-efficiency,3 - sustainable,40% reduction in energy use,true
Green Office Building,11/21/2017,50549378,Energy-efficient design,City Centre,4 Level - LEED Gold,Sustainable Builders,3 Level - Green Globes,2/6/2024,29,1- No,1 - low-flow,3 - sustainable,40% reduction in energy use,true
Eco Elementary School,7/12/2012,25751119,Renewable energy sources,Town Square,5 Level - LEED Platinum,Green Building Solutions,3 Level - Green Globes,1/9/2024,39,3 - Yes,1 - low-flow,4 - reclaimed,25% reduction in energy use,false
Green Office Building,7/25/2011,30639316,Green roof,City Centre,3 Level - LEED Silver,EcoBuild Constructions,4 Level -  ISO 14001,2/17/2024,26,2 - Limited,1 - low-flow,5 - certified,40% reduction in energy use,false
Green Office Building,1/28/2008,53494153,Renewable energy sources,City Centre,5 Level - LEED Platinum,Eco-Friendly Designs,1 Level - ENERGY STAR Certified,6/17/2023,45,2 - Limited,2 - high-efficiency,4 - reclaimed,25% reduction in energy use,true
Green Office Building,10/31/2014,48531116,LEED Platinum certified,City Centre,3 Level - LEED Silver,Sustainable Builders,4 Level -  ISO 14001,1/13/2024,82,3 - Yes,2 - high-efficiency,1 - local,40% reduction in energy use,true
Green Office Building,9/14/2022,3043048,LEED Platinum certified,Central District,1 Level - Not Applicable,Eco-Friendly Designs,3 Level - Green Globes,6/25/2023,82,3 - Yes,2 - high-efficiency,4 - reclaimed,30% reduction in energy use,false
Green Office Building,6/28/2019,80387142,Rainwater harvesting,Downtown,5 Level - LEED Platinum,Eco-Friendly Designs,2 Level - LEED,10/23/2023,16,3 - Yes,2 - high-efficiency,4 - reclaimed,30% reduction in energy use,true
Sustainable Library,5/26/2015,34455929,Renewable energy sources,Town Square,4 Level - LEED Gold,Sustainable Builders,3 Level - Green Globes,9/1/2023,64,1- No,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,false
Green Office Building,9/6/2018,48677231,Energy-efficient design,Metropolitan Area,3 Level - LEED Silver,Green Architects Inc.,4 Level -  ISO 14001,9/21/2023,19,3 - Yes,2 - high-efficiency,4 - reclaimed,25% reduction in energy use,true
Sustainable Library,11/11/2006,73814812,Energy-efficient design,Town Square,3 Level - LEED Silver,Sustainable Builders,2 Level - LEED,2/26/2024,20,2 - Limited,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,true
Green Office Building,2/13/2009,62656777,Energy-efficient design,Metropolitan Area,5 Level - LEED Platinum,Eco-Friendly Designs,4 Level -  ISO 14001,10/14/2023,88,3 - Yes,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,true
Green Office Building,8/27/2021,96846283,Energy-efficient design,Town Square,5 Level - LEED Platinum,Green Building Solutions,3 Level - Green Globes,8/3/2023,20,3 - Yes,2 - high-efficiency,1 - local,40% reduction in energy use,false
Sustainable Library,10/21/2015,75875360,LEED Platinum certified,City Centre,3 Level - LEED Silver,Sustainable Builders,4 Level -  ISO 14001,8/15/2023,27,3 - Yes,1 - low-flow,5 - certified,25% reduction in energy use,false
Green Office Building,3/20/2007,46159978,Energy-efficient design,Downtown,5 Level - LEED Platinum,EcoBuild Constructions,4 Level -  ISO 14001,1/23/2024,30,3 - Yes,1 - low-flow,2 - recycled,25% reduction in energy use,true
Sustainable Library,1/31/2015,80388325,Energy-efficient design,Metropolitan Area,2 Level - LEED Certified,Green Building Solutions,2 Level - LEED,11/7/2023,50,1- No,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,true
Green Office Building,4/28/2015,35368235,Rainwater harvesting,City Centre,5 Level - LEED Platinum,Sustainable Builders,4 Level -  ISO 14001,1/3/2024,59,3 - Yes,1 - low-flow,3 - sustainable,40% reduction in energy use,false
Green Office Building,5/23/2009,43972206,Renewable energy sources,Central District,5 Level - LEED Platinum,Eco-Friendly Designs,2 Level - LEED,3/8/2024,80,3 - Yes,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,false
Sustainable Library,4/16/2013,74327284,LEED Platinum certified,Central District,3 Level - LEED Silver,Green Architects Inc.,4 Level -  ISO 14001,9/8/2023,4,3 - Yes,2 - high-efficiency,5 - certified,25% reduction in energy use,true
Eco Elementary School,1/20/2017,26274345,Rainwater harvesting,Metropolitan Area,3 Level - LEED Silver,EcoBuild Constructions,2 Level - LEED,6/18/2023,15,2 - Limited,2 - high-efficiency,5 - certified,25% reduction in energy use,false
Eco Elementary School,8/27/2015,30779769,Green roof,City Centre,4 Level - LEED Gold,Green Architects Inc.,4 Level -  ISO 14001,12/19/2023,54,1- No,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Green Office Building,8/9/2021,79415875,Energy-efficient design,Metropolitan Area,3 Level - LEED Silver,Sustainable Builders,4 Level -  ISO 14001,9/8/2023,17,3 - Yes,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,true
Sustainable Library,10/26/2015,95076148,LEED Platinum certified,City Centre,5 Level - LEED Platinum,Eco-Friendly Designs,4 Level -  ISO 14001,7/15/2023,9,2 - Limited,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Green Office Building,12/13/2020,41147385,Rainwater harvesting,Metropolitan Area,3 Level - LEED Silver,EcoBuild Constructions,2 Level - LEED,8/14/2023,23,2 - Limited,2 - high-efficiency,5 - certified,25% reduction in energy use,true
Eco Elementary School,3/29/2006,26286022,Renewable energy sources,City Centre,4 Level - LEED Gold,Eco-Friendly Designs,2 Level - LEED,12/16/2023,88,2 - Limited,2 - high-efficiency,5 - certified,25% reduction in energy use,true
Sustainable Library,2/25/2017,98171274,Rainwater harvesting,Metropolitan Area,3 Level - LEED Silver,Green Architects Inc.,3 Level - Green Globes,11/21/2023,33,2 - Limited,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Green Office Building,8/16/2017,28381021,Renewable energy sources,City Centre,4 Level - LEED Gold,Eco-Friendly Designs,2 Level - LEED,6/25/2023,50,2 - Limited,2 - high-efficiency,2 - recycled,40% reduction in energy use,false
Green Office Building,2/24/2014,53148295,Renewable energy sources,Central District,5 Level - LEED Platinum,Green Architects Inc.,4 Level -  ISO 14001,11/19/2023,74,3 - Yes,2 - high-efficiency,2 - recycled,25% reduction in energy use,true
Eco Elementary School,12/13/2018,79537293,Rainwater harvesting,Metropolitan Area,3 Level - LEED Silver,Green Architects Inc.,4 Level -  ISO 14001,1/31/2024,8,2 - Limited,2 - high-efficiency,3 - sustainable,30% reduction in energy use,false
Eco Elementary School,6/5/2013,36225160,Rainwater harvesting,Metropolitan Area,5 Level - LEED Platinum,EcoBuild Constructions,4 Level -  ISO 14001,9/8/2023,10,3 - Yes,2 - high-efficiency,3 - sustainable,25% reduction in energy use,false
Green Office Building,5/16/2023,13634258,Rainwater harvesting,Downtown,5 Level - LEED Platinum,EcoBuild Constructions,4 Level -  ISO 14001,8/27/2023,100,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Sustainable Library,8/23/2015,82910498,Rainwater harvesting,Metropolitan Area,1 Level - Not Applicable,Eco-Friendly Designs,4 Level -  ISO 14001,9/22/2023,33,1- No,1 - low-flow,5 - certified,40% reduction in energy use,false
Sustainable Library,4/23/2006,42549304,Energy-efficient design,Downtown,4 Level - LEED Gold,EcoBuild Constructions,3 Level - Green Globes,11/21/2023,4,1- No,1 - low-flow,3 - sustainable,40% reduction in energy use,true
Green Office Building,4/27/2019,41153614,Energy-efficient design,Central District,4 Level - LEED Gold,Green Architects Inc.,3 Level - Green Globes,1/27/2024,0,2 - Limited,2 - high-efficiency,5 - certified,25% reduction in energy use,true
Green Office Building,3/30/2010,2363624,Energy-efficient design,Central District,1 Level - Not Applicable,Eco-Friendly Designs,4 Level -  ISO 14001,2/1/2024,77,3 - Yes,2 - high-efficiency,3 - sustainable,25% reduction in energy use,false
Eco Elementary School,9/3/2008,87006837,Energy-efficient design,City Centre,4 Level - LEED Gold,Green Building Solutions,1 Level - ENERGY STAR Certified,1/12/2024,76,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Eco Elementary School,8/16/2008,6126579,Energy-efficient design,Central District,5 Level - LEED Platinum,Green Architects Inc.,4 Level -  ISO 14001,2/26/2024,82,3 - Yes,2 - high-efficiency,3 - sustainable,40% reduction in energy use,false
Eco Elementary School,1/6/2018,32784104,Green roof,Metropolitan Area,2 Level - LEED Certified,Green Building Solutions,3 Level - Green Globes,10/9/2023,9,2 - Limited,1 - low-flow,2 - recycled,30% reduction in energy use,false
Sustainable Library,7/21/2011,35969083,LEED Platinum certified,Metropolitan Area,4 Level - LEED Gold,Sustainable Builders,2 Level - LEED,11/6/2023,16,2 - Limited,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,true
Green Office Building,4/9/2016,7745776,Renewable energy sources,Town Square,5 Level - LEED Platinum,EcoBuild Constructions,3 Level - Green Globes,8/29/2023,13,3 - Yes,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,true
Green Office Building,12/8/2018,88663260,Green roof,Metropolitan Area,4 Level - LEED Gold,Eco-Friendly Designs,2 Level - LEED,3/9/2024,16,3 - Yes,1 - low-flow,4 - reclaimed,40% reduction in energy use,true
Eco Elementary School,12/9/2018,4624407,Green roof,Town Square,5 Level - LEED Platinum,Sustainable Builders,2 Level - LEED,12/29/2023,80,3 - Yes,2 - high-efficiency,3 - sustainable,40% reduction in energy use,true
Eco Elementary School,10/6/2006,37105483,LEED Platinum certified,Town Square,5 Level - LEED Platinum,EcoBuild Constructions,4 Level -  ISO 14001,10/16/2023,57,2 - Limited,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Green Office Building,10/27/2015,70869448,Green roof,Town Square,5 Level - LEED Platinum,Sustainable Builders,4 Level -  ISO 14001,7/16/2023,83,2 - Limited,2 - high-efficiency,3 - sustainable,30% reduction in energy use,false
Eco Elementary School,3/17/2022,47833512,Energy-efficient design,Central District,5 Level - LEED Platinum,EcoBuild Constructions,3 Level - Green Globes,8/17/2023,75,1- No,2 - high-efficiency,4 - reclaimed,30% reduction in energy use,true
Sustainable Library,5/31/2013,15110478,Green roof,Downtown,2 Level - LEED Certified,Green Building Solutions,1 Level - ENERGY STAR Certified,2/16/2024,63,3 - Yes,1 - low-flow,5 - certified,40% reduction in energy use,true
