ContractTitle,ContractDate,ContractAmount,ContractDescription,Location           ,LEEDCertificationLevel,Architect/Contractor,SustainabilityRatings,ProjectTimeline,RenewableEnergyUse,WasteManagementPractices,WaterEfficiency,MaterialsSourcing,SustainabilityGoals,Eco-Friendly
Green Office Building,7/10/2023,624468.06,Green roof,Colombo,Not Applicable,Sustainable Builders,ISO 14001,6/30/2023,89.07,Yes,low-flow,certified,30% reduction in energy use,false
Eco Elementary School,8/21/2023,610970.32,LEED Platinum certified,Colombo,LEED Gold,Green Architects Inc.,ENERGY STAR Certified,9/23/2023,37.48,Limited,low-flow,recycled,25% reduction in energy use,false
Eco Elementary School,1/4/2023,709936.1,Green roof,Trincomalee,LEED Silve,Green Building Solutions,Green Globes,1/4/2024,95.37,Yes,high-efficiency,sustainable,25% reduction in energy use,false
Green Office Building,6/15/2023,900055.22,LEED Platinum certified,Anuradhapura,Not Applicable,Eco-Friendly Designs,ISO 14001,6/4/2023,34.0,No,low-flow,recycled,30% reduction in energy use,true
Eco Elementary School,9/10/2023,785620.81,Renewable energy sources,Kurunegala,LEED Silve,Green Building Solutions,ISO 14001,6/20/2023,73.74,No,low-flow,reclaimed,30% reduction in energy use,true
Eco Elementary School,5/20/2023,588470.55,LEED Platinum certified,Kandy,LEED Certified,Sustainable Builders,ENERGY STAR Certified,8/23/2023,65.36,Yes,low-flow,reclaimed,40% reduction in energy use,true
Sustainable Library,9/27/2023,351204.07,LEED Platinum certified,Anuradhapura,Not Applicable,Sustainable Builders,ENERGY STAR Certified,7/2/2023,3.92,Limited,high-efficiency,certified,40% reduction in energy use,true
Eco Elementary School,3/4/2023,148704.08,Rainwater harvesting,Negombo,LEED Platinum,Sustainable Builders,ENERGY STAR Certified,7/3/2023,86.8,Limited,low-flow,certified,40% reduction in energy use,false
Sustainable Library,7/10/2023,908812.74,LEED Platinum certified,Anuradhapura,LEED Certified,Eco-Friendly Designs,ISO 14001,6/20/2023,87.36,Limited,high-efficiency,recycled,30% reduction in energy use,true
Green Office Building,10/16/2023,977839.85,Energy-efficient design,Kurunegala,LEED Silve,Sustainable Builders,ENERGY STAR Certified,12/1/2023,13.93,Limited,low-flow,certified,25% reduction in energy use,false
Eco Elementary School,10/31/2022,392718.05,LEED Platinum certified,Galle,LEED Silve,EcoBuild Constructions,ENERGY STAR Certified,10/22/2023,36.36,Yes,low-flow,local,25% reduction in energy use,false
Sustainable Library,9/23/2023,982974.85,LEED Platinum certified,Jaffna,LEED Platinum,Sustainable Builders,ENERGY STAR Certified,9/6/2023,96.69,Limited,high-efficiency,sustainable,25% reduction in energy use,true
Sustainable Library,7/13/2023,316509.27,Green roof,Jaffna,Not Applicable,Eco-Friendly Designs,LEED,1/11/2024,4.41,Yes,low-flow,sustainable,40% reduction in energy use,true
Sustainable Library,3/12/2023,660166.75,Energy-efficient design,Negombo,LEED Gold,Eco-Friendly Designs,LEED,2/4/2024,57.72,Yes,low-flow,sustainable,30% reduction in energy use,false
Green Office Building,8/25/2023,342872.34,LEED Platinum certified,Jaffna,LEED Certified,EcoBuild Constructions,ENERGY STAR Certified,3/6/2024,86.57,No,low-flow,local,40% reduction in energy use,true
Eco Elementary School,5/6/2023,987915.2,Energy-efficient design,Galle,Not Applicable,Eco-Friendly Designs,ISO 14001,1/4/2024,71.94,Limited,low-flow,certified,30% reduction in energy use,false
Eco Elementary School,5/18/2023,196286.54,Energy-efficient design,Negombo,LEED Silve,Eco-Friendly Designs,ENERGY STAR Certified,12/2/2023,60.05,No,high-efficiency,local,40% reduction in energy use,false
Eco Elementary School,5/3/2023,217270.86,Green roof,Colombo,LEED Silve,Eco-Friendly Designs,LEED,7/24/2023,79.44,Limited,low-flow,certified,25% reduction in energy use,true
Eco Elementary School,2/22/2023,412159.49,Rainwater harvesting,Galle,Not Applicable,Green Architects Inc.,Green Globes,10/24/2023,59.1,Yes,high-efficiency,local,25% reduction in energy use,true
Green Office Building,5/19/2023,572688.51,Renewable energy sources,Colombo,LEED Silve,Eco-Friendly Designs,ENERGY STAR Certified,7/13/2023,29.76,Limited,high-efficiency,certified,30% reduction in energy use,false
Eco Elementary School,5/21/2023,426523.59,LEED Platinum certified,Negombo,LEED Silve,EcoBuild Constructions,LEED,1/24/2024,37.27,Limited,high-efficiency,sustainable,40% reduction in energy use,true
Green Office Building,3/26/2023,978636.29,Rainwater harvesting,Galle,Not Applicable,Green Architects Inc.,Green Globes,7/4/2023,50.07,Limited,high-efficiency,recycled,25% reduction in energy use,false
Sustainable Library,7/15/2023,966242.49,Rainwater harvesting,Colombo,LEED Platinum,Sustainable Builders,LEED,8/27/2023,70.33,Limited,high-efficiency,local,40% reduction in energy use,true
Green Office Building,5/25/2023,143813.9,Energy-efficient design,Jaffna,Not Applicable,EcoBuild Constructions,ISO 14001,8/14/2023,64.77,Yes,low-flow,local,40% reduction in energy use,true
Eco Elementary School,6/6/2023,463388.26,Renewable energy sources,Anuradhapura,LEED Platinum,Sustainable Builders,ENERGY STAR Certified,6/27/2023,98.33,No,high-efficiency,recycled,30% reduction in energy use,true
Sustainable Library,10/18/2023,754342.45,LEED Platinum certified,Anuradhapura,LEED Certified,EcoBuild Constructions,ISO 14001,2/5/2024,56.8,Limited,low-flow,recycled,25% reduction in energy use,true
Sustainable Library,12/24/2022,628556.0,Rainwater harvesting,Galle,LEED Silve,Eco-Friendly Designs,LEED,1/29/2024,90.97,Limited,high-efficiency,reclaimed,25% reduction in energy use,false
Green Office Building,12/19/2022,399604.58,LEED Platinum certified,Jaffna,Not Applicable,Eco-Friendly Designs,ISO 14001,1/30/2024,44.9,Limited,low-flow,reclaimed,40% reduction in energy use,false
Green Office Building,5/8/2023,817402.82,Energy-efficient design,Gampaha,LEED Certified,Green Building Solutions,LEED,2/3/2024,26.95,No,low-flow,reclaimed,30% reduction in energy use,true
Green Office Building,8/26/2023,488608.89,Renewable energy sources,Anuradhapura,LEED Certified,Green Architects Inc.,ISO 14001,2/23/2024,4.63,No,low-flow,recycled,40% reduction in energy use,true
Eco Elementary School,6/24/2023,783395.93,Renewable energy sources,Galle,LEED Gold,EcoBuild Constructions,Green Globes,7/3/2023,56.75,Limited,low-flow,sustainable,25% reduction in energy use,false
Green Office Building,11/24/2022,190082.98,Rainwater harvesting,Gampaha,LEED Silve,Green Architects Inc.,ENERGY STAR Certified,11/22/2023,4.95,Yes,high-efficiency,reclaimed,30% reduction in energy use,true
Green Office Building,3/25/2023,813575.24,Renewable energy sources,Negombo,LEED Gold,Sustainable Builders,LEED,8/5/2023,15.03,No,low-flow,recycled,40% reduction in energy use,false
Sustainable Library,7/25/2023,195037.52,Rainwater harvesting,Trincomalee,LEED Silve,Green Building Solutions,LEED,9/6/2023,40.04,Yes,low-flow,reclaimed,40% reduction in energy use,true
Green Office Building,11/15/2022,725024.58,Green roof,Kurunegala,Not Applicable,Eco-Friendly Designs,Green Globes,7/1/2023,27.11,No,low-flow,sustainable,30% reduction in energy use,true
Sustainable Library,12/13/2022,145769.89,LEED Platinum certified,Jaffna,LEED Certified,Green Building Solutions,LEED,2/15/2024,8.49,Yes,low-flow,reclaimed,40% reduction in energy use,true
Eco Elementary School,10/11/2023,129667.03,Energy-efficient design,Negombo,LEED Certified,Green Building Solutions,Green Globes,5/30/2023,61.92,Yes,high-efficiency,reclaimed,30% reduction in energy use,false
Eco Elementary School,11/21/2022,701997.61,Rainwater harvesting,Colombo,LEED Certified,Green Building Solutions,LEED,12/25/2023,27.77,Limited,high-efficiency,recycled,30% reduction in energy use,true
Eco Elementary School,11/28/2022,955362.72,Green roof,Colombo,LEED Silve,Eco-Friendly Designs,Green Globes,2/18/2024,38.08,Limited,high-efficiency,local,40% reduction in energy use,true
Sustainable Library,4/10/2023,909548.77,LEED Platinum certified,Galle,LEED Silve,Green Building Solutions,Green Globes,7/31/2023,0.43,Limited,low-flow,recycled,30% reduction in energy use,true
Sustainable Library,8/7/2023,300886.62,Energy-efficient design,Jaffna,Not Applicable,Green Architects Inc.,ENERGY STAR Certified,5/20/2023,39.5,Limited,low-flow,certified,40% reduction in energy use,false
Green Office Building,4/16/2023,390003.02,LEED Platinum certified,Negombo,LEED Gold,Green Architects Inc.,LEED,5/27/2023,56.64,Yes,high-efficiency,recycled,25% reduction in energy use,false
Sustainable Library,8/16/2023,195729.83,Energy-efficient design,Trincomalee,LEED Certified,EcoBuild Constructions,LEED,1/10/2024,99.73,Yes,low-flow,sustainable,25% reduction in energy use,true
Eco Elementary School,3/10/2023,736822.81,Energy-efficient design,Trincomalee,LEED Certified,Sustainable Builders,Green Globes,9/6/2023,25.36,Yes,high-efficiency,reclaimed,40% reduction in energy use,false
Eco Elementary School,4/23/2023,971885.2,Rainwater harvesting,Anuradhapura,LEED Platinum,EcoBuild Constructions,LEED,5/27/2023,38.92,No,high-efficiency,certified,30% reduction in energy use,true
Green Office Building,11/11/2022,593919.87,Renewable energy sources,Jaffna,Not Applicable,EcoBuild Constructions,ISO 14001,8/6/2023,98.83,No,high-efficiency,local,30% reduction in energy use,false
Green Office Building,5/22/2023,191830.89,LEED Platinum certified,Negombo,LEED Platinum,Green Architects Inc.,ENERGY STAR Certified,6/4/2023,94.05,No,low-flow,certified,30% reduction in energy use,false
Sustainable Library,2/7/2023,381391.6,Rainwater harvesting,Galle,LEED Gold,Green Building Solutions,LEED,2/1/2024,46.15,Limited,low-flow,reclaimed,30% reduction in energy use,false
Sustainable Library,9/2/2023,643178.86,Renewable energy sources,Matara,LEED Certified,Green Architects Inc.,Green Globes,10/15/2023,12.22,No,low-flow,recycled,40% reduction in energy use,true
Eco Elementary School,12/7/2022,340308.61,Green roof,Trincomalee,Not Applicable,Green Building Solutions,Green Globes,10/5/2023,70.75,Limited,low-flow,local,40% reduction in energy use,false
Green Office Building,5/14/2023,922997.54,Energy-efficient design,Colombo,LEED Silve,Sustainable Builders,ENERGY STAR Certified,3/7/2024,41.59,Yes,low-flow,sustainable,30% reduction in energy use,false
Green Office Building,8/20/2023,633645.73,Green roof,Kandy,LEED Silve,Sustainable Builders,LEED,9/27/2023,47.83,No,low-flow,certified,25% reduction in energy use,false
Eco Elementary School,10/19/2023,413399.47,Energy-efficient design,Matara,LEED Silve,Green Architects Inc.,ISO 14001,8/19/2023,91.72,Limited,low-flow,sustainable,25% reduction in energy use,false
Sustainable Library,5/26/2023,553917.3,Rainwater harvesting,Jaffna,LEED Certified,EcoBuild Constructions,Green Globes,8/6/2023,14.49,Yes,high-efficiency,recycled,25% reduction in energy use,true
Green Office Building,1/14/2023,259031.25,Rainwater harvesting,Jaffna,LEED Gold,Green Building Solutions,Green Globes,11/20/2023,9.09,Yes,high-efficiency,sustainable,30% reduction in energy use,false
Green Office Building,12/20/2022,955965.71,LEED Platinum certified,Jaffna,LEED Gold,EcoBuild Constructions,Green Globes,9/24/2023,36.95,Yes,low-flow,sustainable,30% reduction in energy use,false
Eco Elementary School,9/5/2023,770945.2,Renewable energy sources,Gampaha,LEED Certified,Eco-Friendly Designs,Green Globes,10/20/2023,9.03,Yes,high-efficiency,sustainable,40% reduction in energy use,true
Green Office Building,4/21/2023,702143.32,Green roof,Galle,LEED Platinum,EcoBuild Constructions,ISO 14001,9/23/2023,2.99,Yes,low-flow,certified,40% reduction in energy use,true
Eco Elementary School,5/5/2023,869892.25,Energy-efficient design,Trincomalee,LEED Gold,Sustainable Builders,ENERGY STAR Certified,2/2/2024,93.9,Limited,high-efficiency,reclaimed,30% reduction in energy use,true
Eco Elementary School,2/18/2023,509648.25,Green roof,Trincomalee,LEED Certified,Sustainable Builders,Green Globes,8/11/2023,99.47,No,high-efficiency,certified,30% reduction in energy use,false
Eco Elementary School,4/7/2023,360747.07,Green roof,Jaffna,LEED Platinum,Sustainable Builders,ISO 14001,11/1/2023,52.32,Limited,high-efficiency,recycled,30% reduction in energy use,false
Green Office Building,10/8/2023,570112.04,LEED Platinum certified,Trincomalee,Not Applicable,Green Building Solutions,Green Globes,1/29/2024,23.56,No,low-flow,certified,30% reduction in energy use,false
Green Office Building,7/24/2023,482813.35,Rainwater harvesting,Kurunegala,LEED Gold,EcoBuild Constructions,LEED,1/19/2024,34.33,Limited,high-efficiency,reclaimed,25% reduction in energy use,false
Eco Elementary School,2/28/2023,530643.87,Rainwater harvesting,Kandy,LEED Certified,Sustainable Builders,Green Globes,12/20/2023,57.75,Limited,low-flow,sustainable,40% reduction in energy use,true
Sustainable Library,11/16/2022,573277.24,Energy-efficient design,Colombo,Not Applicable,EcoBuild Constructions,Green Globes,8/16/2023,68.65,Limited,high-efficiency,local,30% reduction in energy use,false
Green Office Building,1/31/2023,773219.07,Energy-efficient design,Kandy,LEED Gold,Sustainable Builders,ISO 14001,5/24/2023,97.39,No,low-flow,certified,40% reduction in energy use,true
Eco Elementary School,7/10/2023,174933.74,LEED Platinum certified,Anuradhapura,LEED Certified,EcoBuild Constructions,Green Globes,7/20/2023,3.01,No,low-flow,certified,40% reduction in energy use,true
Sustainable Library,11/9/2022,865804.18,Energy-efficient design,Kurunegala,Not Applicable,Sustainable Builders,ENERGY STAR Certified,2/24/2024,69.91,Limited,low-flow,recycled,25% reduction in energy use,true
Green Office Building,9/23/2023,384904.7,Renewable energy sources,Matara,LEED Silve,Green Building Solutions,ENERGY STAR Certified,12/20/2023,26.03,Limited,high-efficiency,local,30% reduction in energy use,false
Sustainable Library,10/29/2022,261502.62,Energy-efficient design,Matara,LEED Gold,EcoBuild Constructions,LEED,9/12/2023,93.28,Yes,low-flow,sustainable,40% reduction in energy use,true
Eco Elementary School,11/12/2022,285507.53,Energy-efficient design,Galle,LEED Gold,Eco-Friendly Designs,LEED,9/17/2023,26.68,No,high-efficiency,reclaimed,40% reduction in energy use,true
Green Office Building,1/28/2023,159325.28,Energy-efficient design,Kurunegala,LEED Gold,Sustainable Builders,LEED,1/3/2024,42.31,No,low-flow,sustainable,25% reduction in energy use,false
Sustainable Library,7/18/2023,934502.38,Rainwater harvesting,Gampaha,Not Applicable,Eco-Friendly Designs,ENERGY STAR Certified,11/8/2023,98.1,No,high-efficiency,certified,30% reduction in energy use,true
Eco Elementary School,11/1/2022,525777.14,Green roof,Kurunegala,LEED Silve,EcoBuild Constructions,ISO 14001,8/18/2023,67.48,Limited,low-flow,local,40% reduction in energy use,true
Green Office Building,10/25/2023,648987.34,LEED Platinum certified,Jaffna,LEED Gold,Eco-Friendly Designs,Green Globes,5/31/2023,28.79,No,high-efficiency,local,40% reduction in energy use,false
Sustainable Library,11/24/2022,624461.11,Rainwater harvesting,Matara,LEED Certified,Eco-Friendly Designs,Green Globes,11/23/2023,58.46,Yes,high-efficiency,local,40% reduction in energy use,true
Green Office Building,12/9/2022,717202.46,Renewable energy sources,Matara,LEED Certified,EcoBuild Constructions,ENERGY STAR Certified,1/29/2024,42.96,Limited,low-flow,reclaimed,30% reduction in energy use,true
Sustainable Library,1/26/2023,911099.94,Green roof,Matara,LEED Gold,EcoBuild Constructions,Green Globes,7/28/2023,90.77,No,high-efficiency,reclaimed,30% reduction in energy use,false
Sustainable Library,2/11/2023,258670.06,LEED Platinum certified,Kandy,LEED Certified,Green Building Solutions,LEED,8/22/2023,17.0,Limited,low-flow,certified,30% reduction in energy use,true
Sustainable Library,3/21/2023,495641.39,LEED Platinum certified,Jaffna,LEED Silve,Green Building Solutions,Green Globes,10/24/2023,89.59,No,low-flow,sustainable,40% reduction in energy use,false
Eco Elementary School,3/12/2023,614826.63,Rainwater harvesting,Anuradhapura,LEED Platinum,EcoBuild Constructions,Green Globes,9/25/2023,79.53,Yes,low-flow,reclaimed,30% reduction in energy use,false
Green Office Building,7/25/2023,921211.6,LEED Platinum certified,Colombo,LEED Platinum,Green Building Solutions,ENERGY STAR Certified,10/7/2023,46.58,Limited,high-efficiency,reclaimed,40% reduction in energy use,false
Sustainable Library,6/5/2023,617000.68,Renewable energy sources,Jaffna,LEED Platinum,Green Architects Inc.,ENERGY STAR Certified,7/30/2023,57.65,No,high-efficiency,recycled,25% reduction in energy use,false
Green Office Building,3/16/2023,290532.24,LEED Platinum certified,Anuradhapura,Not Applicable,Sustainable Builders,Green Globes,9/20/2023,50.64,No,low-flow,local,30% reduction in energy use,false
Sustainable Library,3/16/2023,794572.81,Rainwater harvesting,Anuradhapura,LEED Silve,Green Building Solutions,ENERGY STAR Certified,9/21/2023,22.06,Yes,high-efficiency,recycled,40% reduction in energy use,false
Sustainable Library,11/4/2022,353081.89,Green roof,Anuradhapura,Not Applicable,Green Architects Inc.,ISO 14001,9/10/2023,15.59,Limited,low-flow,local,25% reduction in energy use,false
Sustainable Library,9/25/2023,312019.57,Renewable energy sources,Kandy,LEED Gold,Green Building Solutions,ENERGY STAR Certified,10/16/2023,82.68,Limited,high-efficiency,local,40% reduction in energy use,false
Green Office Building,3/27/2023,997435.48,Renewable energy sources,Matara,LEED Platinum,EcoBuild Constructions,LEED,1/15/2024,34.6,Limited,high-efficiency,local,30% reduction in energy use,false
Green Office Building,1/22/2023,383733.28,LEED Platinum certified,Jaffna,LEED Gold,Green Building Solutions,ENERGY STAR Certified,11/9/2023,67.07,No,high-efficiency,certified,40% reduction in energy use,false
Green Office Building,12/22/2022,110121.72,LEED Platinum certified,Kandy,Not Applicable,Green Architects Inc.,LEED,10/25/2023,41.32,No,low-flow,sustainable,40% reduction in energy use,true
Green Office Building,5/31/2023,639197.64,Rainwater harvesting,Galle,LEED Gold,Eco-Friendly Designs,ENERGY STAR Certified,6/24/2023,46.07,Limited,low-flow,local,25% reduction in energy use,false
Eco Elementary School,9/24/2023,344695.93,Energy-efficient design,Anuradhapura,LEED Certified,EcoBuild Constructions,ISO 14001,11/14/2023,84.82,Limited,low-flow,local,25% reduction in energy use,true
Green Office Building,4/23/2023,375728.23,Green roof,Negombo,LEED Certified,Green Architects Inc.,LEED,1/22/2024,79.03,Yes,low-flow,certified,25% reduction in energy use,true
Sustainable Library,9/30/2023,518972.51,Energy-efficient design,Kandy,Not Applicable,Sustainable Builders,Green Globes,9/2/2023,49.36,Yes,high-efficiency,certified,40% reduction in energy use,false
Eco Elementary School,2/6/2023,730608.39,LEED Platinum certified,Colombo,LEED Silve,Sustainable Builders,ENERGY STAR Certified,2/14/2024,39.88,Limited,low-flow,local,25% reduction in energy use,true
Eco Elementary School,4/26/2023,589517.45,LEED Platinum certified,Anuradhapura,LEED Silve,Green Architects Inc.,LEED,1/11/2024,19.46,No,high-efficiency,sustainable,40% reduction in energy use,true
Green Office Building,11/14/2022,803088.49,LEED Platinum certified,Negombo,LEED Platinum,Eco-Friendly Designs,Green Globes,6/16/2023,63.21,Yes,low-flow,recycled,40% reduction in energy use,false
Green Office Building,12/22/2022,652519.97,Energy-efficient design,Trincomalee,LEED Silve,Green Building Solutions,LEED,6/23/2023,5.96,Yes,low-flow,sustainable,25% reduction in energy use,true
Eco Elementary School,9/16/2023,660450.0,Energy-efficient design,Jaffna,LEED Platinum,Sustainable Builders,LEED,5/15/2023,46.19,No,low-flow,reclaimed,25% reduction in energy use,false
Sustainable Library,9/29/2023,389213.87,Energy-efficient design,Galle,LEED Platinum,Green Architects Inc.,LEED,5/28/2023,74.37,Limited,high-efficiency,recycled,25% reduction in energy use,true
Eco Elementary School,6/12/2023,113896.28,Rainwater harvesting,Matara,LEED Gold,Green Architects Inc.,Green Globes,9/17/2023,20.6,No,low-flow,reclaimed,30% reduction in energy use,true
Eco Elementary School,8/18/2023,711871.95,LEED Platinum certified,Kandy,LEED Gold,EcoBuild Constructions,ISO 14001,12/6/2023,79.23,Yes,low-flow,recycled,40% reduction in energy use,false
Sustainable Library,11/2/2022,189739.08,Energy-efficient design,Trincomalee,LEED Gold,Eco-Friendly Designs,LEED,6/12/2023,25.23,Limited,low-flow,sustainable,40% reduction in energy use,false
Eco Elementary School,10/3/2023,453252.88,Energy-efficient design,Trincomalee,LEED Platinum,Sustainable Builders,ENERGY STAR Certified,3/3/2024,74.74,Yes,high-efficiency,reclaimed,40% reduction in energy use,false
Sustainable Library,3/27/2023,557408.57,Renewable energy sources,Anuradhapura,LEED Platinum,Eco-Friendly Designs,ENERGY STAR Certified,6/22/2023,40.06,No,low-flow,sustainable,30% reduction in energy use,false
Sustainable Library,6/6/2023,502857.67,LEED Platinum certified,Matara,LEED Silve,Green Architects Inc.,Green Globes,10/13/2023,49.82,No,low-flow,reclaimed,25% reduction in energy use,true
Green Office Building,12/21/2022,805068.2,Renewable energy sources,Matara,LEED Platinum,EcoBuild Constructions,ISO 14001,10/18/2023,3.14,Yes,low-flow,certified,40% reduction in energy use,false
Green Office Building,6/8/2023,108917.54,LEED Platinum certified,Colombo,LEED Platinum,EcoBuild Constructions,Green Globes,7/7/2023,65.79,Yes,low-flow,local,25% reduction in energy use,true
Green Office Building,5/22/2023,201703.6,Renewable energy sources,Galle,LEED Platinum,Sustainable Builders,LEED,8/22/2023,93.24,Limited,low-flow,local,30% reduction in energy use,false
Green Office Building,9/13/2023,256614.18,Energy-efficient design,Galle,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,7/31/2023,95.57,Limited,low-flow,sustainable,30% reduction in energy use,true
Green Office Building,2/5/2023,706014.44,Green roof,Galle,LEED Gold,EcoBuild Constructions,Green Globes,12/12/2023,6.4,No,low-flow,sustainable,40% reduction in energy use,true
Green Office Building,7/9/2023,375508.82,Green roof,Kandy,LEED Certified,Green Building Solutions,ENERGY STAR Certified,12/28/2023,73.26,Yes,high-efficiency,recycled,40% reduction in energy use,true
Eco Elementary School,3/14/2023,434582.98,Green roof,Kandy,LEED Silve,Green Building Solutions,Green Globes,3/7/2024,33.87,No,high-efficiency,local,30% reduction in energy use,false
Eco Elementary School,2/2/2023,137566.66,Rainwater harvesting,Kurunegala,LEED Platinum,Sustainable Builders,LEED,9/16/2023,93.9,No,low-flow,certified,30% reduction in energy use,true
Sustainable Library,12/28/2022,249121.8,Rainwater harvesting,Negombo,LEED Certified,EcoBuild Constructions,ISO 14001,2/5/2024,60.52,Yes,high-efficiency,sustainable,30% reduction in energy use,false
Green Office Building,7/19/2023,202969.4,Rainwater harvesting,Kandy,LEED Silve,Eco-Friendly Designs,Green Globes,11/14/2023,51.68,Yes,high-efficiency,local,30% reduction in energy use,false
Sustainable Library,11/23/2022,488860.93,Energy-efficient design,Trincomalee,LEED Silve,Green Architects Inc.,ENERGY STAR Certified,9/15/2023,29.13,Yes,high-efficiency,sustainable,25% reduction in energy use,false
Sustainable Library,7/12/2023,267774.62,Green roof,Negombo,LEED Platinum,EcoBuild Constructions,ISO 14001,5/21/2023,65.54,No,high-efficiency,sustainable,30% reduction in energy use,true
Eco Elementary School,12/17/2022,262325.96,LEED Platinum certified,Trincomalee,LEED Silve,Green Building Solutions,LEED,2/16/2024,20.19,Limited,low-flow,local,30% reduction in energy use,false
Green Office Building,5/20/2023,473941.73,Renewable energy sources,Matara,LEED Certified,Green Architects Inc.,Green Globes,9/22/2023,89.66,Yes,low-flow,reclaimed,40% reduction in energy use,false
Eco Elementary School,3/16/2023,592742.91,LEED Platinum certified,Trincomalee,LEED Certified,Green Architects Inc.,Green Globes,9/19/2023,94.84,Yes,high-efficiency,sustainable,30% reduction in energy use,false
Green Office Building,9/11/2023,404184.36,Green roof,Kandy,LEED Gold,EcoBuild Constructions,Green Globes,5/29/2023,23.43,Yes,high-efficiency,recycled,30% reduction in energy use,true
Eco Elementary School,6/21/2023,356153.86,Renewable energy sources,Anuradhapura,LEED Certified,EcoBuild Constructions,ISO 14001,8/15/2023,46.37,Yes,high-efficiency,reclaimed,40% reduction in energy use,false
Sustainable Library,11/12/2022,167219.42,Renewable energy sources,Jaffna,LEED Certified,Green Building Solutions,ISO 14001,1/12/2024,27.36,Limited,high-efficiency,reclaimed,30% reduction in energy use,false
Green Office Building,5/25/2023,664455.85,LEED Platinum certified,Colombo,LEED Silve,Eco-Friendly Designs,Green Globes,9/4/2023,72.63,Limited,low-flow,reclaimed,25% reduction in energy use,true
Eco Elementary School,2/7/2023,637572.89,Energy-efficient design,Galle,LEED Certified,Green Building Solutions,ISO 14001,1/3/2024,63.49,Limited,high-efficiency,local,40% reduction in energy use,true
Eco Elementary School,6/11/2023,266875.21,LEED Platinum certified,Colombo,LEED Gold,Sustainable Builders,LEED,8/22/2023,54.91,No,high-efficiency,certified,25% reduction in energy use,false
Eco Elementary School,10/31/2022,731931.56,Rainwater harvesting,Galle,LEED Platinum,Eco-Friendly Designs,Green Globes,6/7/2023,7.15,Yes,high-efficiency,local,40% reduction in energy use,false
Sustainable Library,3/29/2023,624845.96,Energy-efficient design,Trincomalee,LEED Platinum,EcoBuild Constructions,LEED,2/16/2024,34.83,Yes,low-flow,certified,25% reduction in energy use,false
Sustainable Library,2/26/2023,648061.24,LEED Platinum certified,Trincomalee,LEED Gold,Green Building Solutions,LEED,2/14/2024,56.26,Yes,high-efficiency,certified,30% reduction in energy use,false
Sustainable Library,6/22/2023,277614.64,LEED Platinum certified,Trincomalee,LEED Silve,Green Architects Inc.,Green Globes,11/17/2023,30.7,Limited,high-efficiency,sustainable,40% reduction in energy use,false
Eco Elementary School,2/8/2023,382834.47,Green roof,Matara,LEED Certified,Eco-Friendly Designs,LEED,8/7/2023,0.5,Yes,low-flow,reclaimed,40% reduction in energy use,true
Sustainable Library,10/2/2023,616211.41,LEED Platinum certified,Kandy,LEED Silve,Eco-Friendly Designs,LEED,6/30/2023,11.13,Limited,high-efficiency,reclaimed,40% reduction in energy use,false
Green Office Building,10/11/2023,924475.26,Rainwater harvesting,Galle,LEED Platinum,Green Building Solutions,ENERGY STAR Certified,9/30/2023,65.73,No,low-flow,recycled,30% reduction in energy use,false
Green Office Building,2/21/2023,310162.75,Renewable energy sources,Anuradhapura,Not Applicable,Green Architects Inc.,Green Globes,5/20/2023,64.35,Limited,low-flow,reclaimed,40% reduction in energy use,false
Sustainable Library,1/28/2023,482761.16,Rainwater harvesting,Galle,LEED Gold,Green Building Solutions,ENERGY STAR Certified,1/25/2024,73.81,Yes,low-flow,sustainable,30% reduction in energy use,false
Green Office Building,6/5/2023,688682.57,Energy-efficient design,Galle,Not Applicable,EcoBuild Constructions,ENERGY STAR Certified,7/24/2023,30.28,Yes,low-flow,sustainable,30% reduction in energy use,true
Sustainable Library,2/23/2023,544062.76,LEED Platinum certified,Galle,LEED Gold,Green Building Solutions,ISO 14001,9/18/2023,46.23,Yes,high-efficiency,local,30% reduction in energy use,false
Eco Elementary School,6/6/2023,681433.98,Green roof,Jaffna,LEED Platinum,Green Architects Inc.,Green Globes,11/20/2023,52.7,Limited,high-efficiency,recycled,25% reduction in energy use,false
Green Office Building,9/3/2023,489095.97,Energy-efficient design,Kandy,Not Applicable,Green Building Solutions,Green Globes,7/1/2023,91.98,Limited,high-efficiency,recycled,25% reduction in energy use,true
Sustainable Library,5/4/2023,164120.64,LEED Platinum certified,Anuradhapura,LEED Certified,Green Architects Inc.,LEED,11/15/2023,96.1,No,high-efficiency,reclaimed,30% reduction in energy use,true
Green Office Building,4/28/2023,692788.46,Energy-efficient design,Kurunegala,Not Applicable,Eco-Friendly Designs,ISO 14001,5/25/2023,66.03,No,low-flow,certified,25% reduction in energy use,false
Green Office Building,4/27/2023,324191.63,Green roof,Matara,LEED Platinum,EcoBuild Constructions,LEED,5/20/2023,15.86,Yes,high-efficiency,local,25% reduction in energy use,false
Sustainable Library,5/2/2023,669852.29,Renewable energy sources,Gampaha,Not Applicable,EcoBuild Constructions,LEED,8/22/2023,79.17,No,low-flow,reclaimed,25% reduction in energy use,true
Green Office Building,4/30/2023,776586.24,Rainwater harvesting,Trincomalee,LEED Gold,Sustainable Builders,ENERGY STAR Certified,9/8/2023,93.36,Limited,high-efficiency,local,25% reduction in energy use,false
